asr_result,correct_answer,similarity
属蛇的本月的事业运势,安装微信,0.27716061880022586
八达岭长城票贵吗,最近需要防晒吗,0.5699881742680236
有个硬币,中国挖掘机技术哪家强,0.24473091533571
双鱼座今日的幸运数字,导航去附近的药店,0.43599837501540023
唐人街探案是谁演的,我要看复联3,0.31599187276969437
我要自拍,今天沪市大盘的走势如何,nan
27岁是属什么的,打开相机,0.26960384908264196
下载王者荣耀,二月二十八号到四月五号有多少天,0.2666497135923669
搜索文档丢了怎么办,杭州市绿城兰园的地址,0.38150291108026974
我想知道属狗的今年的财运怎么样,用微信给爸打语音电话,0.45489243614838026
1吨等于多少千克,我想预约订座,0.3081012904329878
打开相机设置,我要听小说,0.29621285480231224
调高屏幕亮度,欢乐喜剧人,0.23656218407557247
用大众点评看一下我附近的美食,播放我的本地音乐,0.6464775898347694
最近上映的电影,我想看猫咪的动图,0.5167777807564197
广东的美食推荐,生肖鸡今年多少岁,0.3454916521592452
我想看上周拍的照片,明天适合钓鱼吗,0.48251607762521115
打开wifi,6月27号是什么星座,0.27576955724300073
识别邮箱地址,北京有什么好玩的,0.3088178877618805
病毒性感冒的传播途径,我要吃吃吃,0.2720661208489918
海口今天可以穿什么衣服,稻城亚丁,0.24136817898821097
搞笑的动态图,打开支付宝搜索校园卡,0.32195150007681356
我想从中关村去天安门,今天农业银行涨了吗,0.4280982770045192
我要看海绵宝宝,给我找小猪佩奇的表情包,0.5096428376243287
我要骑摩拜单车,战神金刚变身,0.2574434609704138
找壁纸,随便来首歌,0.3785573285657681
我想看小狗的图片,导航回家,0.40457858231548666
阳痿的食材,小爱我想你了,0.36061932971376115
搜索复仇者联盟的预告片,播放权力的游戏,0.5873748903022082
打开勿扰模式,邪不压正,0.27751916366357876
我要完成,乌龟可以带上地铁吗,0.23456896280879164
美好的一天用法语怎么说,1983年出生的人属什么,0.5754151460813429
打开虚空阴茎,打车回家,0.3566121565940821
孟子的国籍,十块钱能干什么,0.34109263133886186
我现在在哪里,给张三打个电话,0.2880818860133122
伦敦现在几点了,播放薛之谦的歌,0.2897476738933096
电视剧之父之父,杨幂的微博,0.3312971239322235
西门元等于多少人民币,你吃饭了吗,0.45043980390704413
搜索为一直疼怎么办,三亚旅游攻略,0.3351486666813343
关于天秤座的神预测,无限火球法,0.40164351559035416
打开支付宝付钱,计算机之父是谁,0.3729813341112435
吃什么可以降火,看看蔡徐坤的微博,0.433508414819173
男生不和女生吵架的真实原因,海口明天下雨吗,0.38346541949408963
消灭奥特曼的计划,中秋节怎么放假,0.40877370599879764
给15201010101重100元话费,人类的四大本质是什么,0.30977173970614863
来点音乐,广州最近几天紫外线强吗,0.3747015620777974
打开oppo扫一扫,冰雹的声音,0.3308915579538147
你和我的倾城时光,退出滴滴出行,0.3223537947736293
几点了,给妈打个视频电话,0.1887603237287583
你的妈妈是谁,关于处女座的预言,0.49323292052045375
吐槽大会第三季,彭丽媛的丈夫,0.2474892906977936
用滴滴打车去公司,属龙的性格如何,0.33954001699625147
早起的好处,最近有什么赵丽颖的电视剧,0.5696815876005571
