asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到早餐,打开qq找到张三,0.8975246814846615
热门韩剧,热门韩剧,1.0
导航去五彩城,讲个儿童故事,0.3449657946563835
讲个儿童故事,导航去五彩城,0.3449657946563835
导航去附近的医院,导航去朝阳门附近的医院,0.9732755046389193
最美电影,热门电影,0.6138855275045617
达尔文的计划论讲的是什么,达尔文的进化论讲的是什么,0.9484888082736591
打开王俊凯的微博,打开王俊凯的微博,0.9999999999999998
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
肠胃炎怎么办,肠胃炎怎么办,1.0000000000000002
狼来了猜一个水果,狼来了猜一个水果,0.9999999999999999
打开微信扫一扫付款100元,打开微信扫一扫付款100元,1.0
生肖猪本月的运势如何,生肖猪本月的运势如何,1.0
现在工商银行的股价是多少,现在工商银行的股价多少,0.9458788140866037
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的上衣,雪人兄弟游戏的声音,0.7874543229173415
明天可以洗澡吗,明天可以洗车吗,0.9317372434874481
小猪佩奇自我介绍,小猪佩奇自我介绍,1.0
查一下纽约后天天气怎么样,查一下纽约后天天气怎么样,1.0
播放王菲的歌,播放王菲的歌,1.0000000000000002
帮妈妈叫个车从五道口去西直门,帮妈妈叫个车从五道口去西直门,0.9999999999999998
最近热吗,最近热吗,1.0000000000000002
我想听张韶涵的歌,我想听张韶涵的歌,1.0
你不是人偷狗,你不是人造革,0.8819664245477392
几天几个吉祥,今天几跟几限行,0.12066003381315195
易烊千玺的生日是哪天,易烊千玺的生日是哪天,1.0
给我来张美女的图片,给我来张美女图片,0.9646104531456492
单田芳的评书,单田芳的评书,1.0
帮我打开微博本地新闻,帮我打开微博本地新闻,0.9999999999999999
你几岁了,你几岁了,0.9999999999999999
播放瑞希电台,播放蕊希电台,0.8620196307798026
6月1号是星期几,六月一号是星期几,0.7579847748271026
金牛座和处女座的缘分,金牛座和处女座的缘分怎么样,0.9629739116369449
播放米小圈上学记,播放米小圈上学记,1.0
白羊座是几月份,白羊座是几月份,1.0000000000000002
赖床的好处,赖床的好处,0.9999999999999999
关闭支付宝,关闭支付宝,1.0000000000000002
属猪的和什么属相最配,属猪的和什么属相最配,0.9999999999999998
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
宋小姐的特点,生肖牛的特点,0.6887110956382809
90年出生属什么,九零年出生属什么,0.8509975604067975
上网搜一下王俊凯的照片,上网搜一下王俊凯的照片,1.0
我想去附近的星巴克,我想去附近的星巴克,1.0
莲藕与什么食物相克,鼻炎患者需要注意什么,0.563177579194736
开始刷机模式,莲藕与什么食物相克,0.3242009512043508
搜索便签,开始刷机模式,0.4115196491415457
用微信给他发两张照片,搜索便签,0.4419826986330684
赵丽颖的星座,用微信给爸发两张照片,0.3890864241739846
发qq给老爸说天气不错,赵丽颖的星座,0.3891021326902306
只有这有什么好处,发qq给老爸说天气不错哦,0.4240890953355801
今天是阴历几月几号,吃柚子有什么好处,0.3968682186625678
北京外地车限行吗,今天是阴历几月几号,0.3773940820700442
锁屏,北京外地车限行吗,nan
用猴子摄像头录像,锁屏,nan
发朋友圈说我结婚了,用后置摄像头录像,0.40462649766107284
发朋友圈说我结婚了,发朋友圈说我结婚啦,0.9488644659174188
我想听摇滚歌曲,我想听摇滚歌曲,1.0
北京新兴县机关,北京限行限几环,0.8292730959231248
熊猫基地几点开门,熊猫基地几点开门,1.0
怎么预防颈椎病,怎么预防颈椎病,1.0
小米六被子怎么样,小米六配置怎么样,0.8646749363512797
打开ofo扫一扫,打开ofo扫一扫,1.0000000000000002
帮我记一下,帮我记一下,1.0
如何自己在家炸油条好,如何自己在家炸油条,0.9442877628566598
香港有哪些必吃的美食,香港有哪些必吃的美食,1.0
今天温度怎么样,今天温度怎么样,1.0000000000000002
打车去舞蹈课,打车去五道口,0.7198378032609799
关闭设置,关闭热点,0.6412497647915683
无名之辈,无名之辈,1.0000000000000002
属龙的和属马的一起好不好,属龙的和属马的在一起好不好,0.9708112071647456
中秋节是几月几号,中秋节是几月几号,0.9999999999999998
双子座和什么星座最配,双子座和什么星座最配,0.9999999999999998
查看妈妈的聊天记录,查看妈妈的聊天记录,1.0
这是什么,这是什么,0.9999999999999998
西藏著名的景点有哪些,西藏著名的景点有哪些,1.0
看看600030有股票当前的行情,看看600036股票当前的行情,0.9510664434159187
王羲之的儿子,王羲之的儿子,1.0
哈利波特系列,哈利波特系列,0.9999999999999999
打开微信付款吗,打开微信付款码,0.8629101844590383
播放睡前音乐,播放睡前音乐,1.0
来段经典相声,来段经典相声,1.0000000000000002
魂斗罗的声音,魂斗罗的声音,1.0000000000000002
布达拉宫要门票吗,布达拉宫要门票吗,1.0000000000000002
打开微信扫一扫,打开微信扫一扫,1.0
我想看漫威电影,我想看漫威电影,1.0000000000000002
郭德纲的综艺节目,郭德纲的综艺节目,1.0
吃什么可以按三,吃什么可以安神,0.8103200805647333
音量最大,音量最大,1.0
麦兜的声音,麦兜的声音,1.0
我叫黑虎阿福你准备受死吧,我叫黑虎阿福你准备受死吧,1.0000000000000002
读一首古诗,读一首古诗,1.0
虹膜炎传染吗,虹膜炎传染吗,1.0000000000000002
最美的告白,最美的告白,1.0
用支付宝给他转账一个亿,用支付宝给爸转账一个亿,0.9492870159315252
爱琴海购物中心在哪里,爱琴海购物中心在哪里,0.9999999999999998
打开无线网络,打开无线网络,1.0
明天星期几,明天星期几,1.0
池塘里有什么,池塘里有什么,1.0000000000000002
华府景园的物业费,华府景园的物业费,0.9999999999999998
江阴,静音,0.09390064338711895
买小猪佩奇的20岁,打败小猪佩奇的是谁,0.6718099173163753
生肖鼠和生肖牛的缘分怎么样,生肖鼠和生肖牛的缘分怎么样,0.9999999999999999
这是什么车,这是什么车,1.0
苹果用英语怎么说,苹果用英语怎么说,0.9999999999999999
我要听近期的段子,我要听进击的段子,0.8560201877325321
青年军事是谁,青莲居士是谁,0.7467443794933365
义勇军进行曲的作者是谁,义勇军进行曲的作者是谁,1.0
19大主题,十九大主题,0.8706423492319297
关机,关机,0.9999999999999999
妈妈的爸爸叫什么,妈妈的爸爸叫什么,0.9999999999999999
调高音量,调高音量,0.9999999999999999
进入米粉模式,进入蜜蜂模式,0.7849777474214074
关闭勿扰模式,关闭勿扰模式,1.0
苹果公司作死的手办情况,苹果公司昨日的收盘情况,0.8297222531191915
姜文的电影,姜文的电影,1.0000000000000002
法最近的三张照片到朋友圈说天气真好,发最近的三张照片到朋友圈说天气真好,0.9686904628697349
我想看奥斯卡获奖电影,我想看奥斯卡获奖电影,1.0000000000000002
