asr_result,correct_answer,similarity
最近需要防晒吗,打开便签,0.2857575133663421
中国挖掘机技术哪家强,属蛇的本月的事业运势,0.37317364200035086
导航去附近的药店,八达岭长城票贵吗,0.3485399764702529
我要看复联三,摇个硬币,nan
今天沪市大盘的走向如何,双鱼座今日的幸运数字,0.5876913932358053
打开相机,唐人街探案是谁演的,0.32294836938266247
2月28号到4月5号有多少天,我要自拍,nan
杭州市绿城南园的地址,27岁是属什么的,0.5055152133047427
用微信给爸打语音电话,下载王者荣耀,0.3911134066701486
我想预约订座,搜搜文档丢了怎么办,0.39151995611705387
我要听小说,我想知道属狗的今年的财运怎么样,0.312824642650946
欢乐喜剧人,一吨等于多少千克,0.2571676255356063
播放我的本地音乐,打开相机设置,0.44114952382407485
我想看猫咪的动图,调高屏幕亮度,0.3197170352930111
明天适合钓鱼吗,用大众点评看一下我附近的美食,0.43337525807912036
6月27号是什么星座,最近上映的电影,0.38880964593367884
北京有什么好玩的,广东的美食推荐,0.5715395149279282
我要吃吃吃,我想看上周拍的照片,0.4271235721338605
稻城亚丁,打开wifi,0.24183664755829343
打开支付宝搜索校园卡,识别邮箱地址,0.5238292580182486
今天农业银行涨了吗,病毒性感冒的传播途径,0.4103428235082083
给我找小猪佩奇的表情包,海口今天可以穿什么衣服,0.5452945812645672
战神金刚变身,搞笑的动态图,0.3241595024246718
随便来首歌,我想从中关村去天安门,0.5047364103625158
导航回家,我要看海绵宝宝,0.343021714233969
小艾我想你了,我要骑摩拜单车,0.17872939938570315
播放权力的游戏,找壁纸,0.3464960545633765
邪不压正,我想看小狗的图片,0.293295098563245
乌龟可以带上地铁吗,养胃的食材,0.3419671388351223
1983年出生的人属什么,搜索复仇者联盟的预告片,0.4684468239315715
打车回家,打开勿扰模式,0.4286997068227007
十块钱能干什么,我要问诊,0.31407032943287916
给张三打个电话,美好的一天用法语怎么说,0.43834536267649604
播放薛之谦的歌,打开虚空引擎,0.38736229116899373
杨幂的微博,孟子的国籍,0.5630857849404545
你吃饭了吗,我现在在哪里,0.5105910245375599
三亚旅游攻略,伦敦现在几点了,0.25015838613880453
无限火球法,电视剧知否知否,0.18767681965272504
计算机之父是谁,一美元等于多少人民币,0.39525221928470616
看看蔡徐坤的微博,搜搜胃一直疼怎么办,0.365042786352898
海口明天下雨吗,关于天枰座的神预测,0.41565053501973076
中秋节怎么放假,打开支付宝付钱,0.34204868287317963
人类的四大本质是什么,吃什么可以降火,0.5483365539590318
广州最近几天紫外线强吗,男生不和女生吵架的真实原因,0.4399689049849171
冰雹的声音,消灭奥特曼的计划,0.5103140323070238
退出滴滴出行,给15201010101充100元话费,0.35956610245801085
给妈打个视频电话,来电音乐,0.4897718628154395
关于处女座的预言,打开ofo扫一扫,0.2281081637534476
彭丽媛的丈夫,你和我的倾城时光,0.5367584309236245
属龙的性格如何,几点了,0.2503112267672743
最近有什么赵丽颖的电视剧,你的妈妈是谁,0.6153057242685245
我想知道白羊座今年的财运怎么样,吐槽大会第三季,0.3325048651233844
有什么好看的综艺,用嘀嘀打车去公司,0.3524573219676712
治疗高血压方面的专家,早起的好处,0.5435465131020556
打开摩拜扫一扫,用后置摄像头拍小视频,0.37237611386302866
旺仔qq糖的声音,骑车导航去东直门,0.34966604198353596
打开小米商城,调节音量到50,0.3783071328876052
骑车回家,为你明灯三千,0.26425297596066266
明天天气情况,蜡笔小新,0.11002332815540598
给18811700059充话费,明天的紫外线强吗,0.35358140072111643
打卡支付宝,昨天限行尾号,0.3816344290177003
播放周星驰的喜剧,播放跑车的声音,0.7415001380485546
呼叫爸,有哪些关于天蝎座的神预测,0.3428228527129323
电影无双,双子座的性格怎么样,0.30927671056471817
今天工商银行的行情,流感怎么预防,0.35106070833217
我有一个想法以后晚上都喝粥,有风油精的表情包吗,0.6114550217989173
今天适合跑步吗,姚明有多高,0.2758453064860379
小猪佩奇的声音,打电话给中国联通,0.3224754144024798
我要听笑话,故宫的价格门票,0.27216910869277267
北京朝阳有哪些小区,打开人像拍照模式,0.35309478668494054
关闭摩拜,听歌,0.22522725303616625
搜索一下王源的近况,你好小爱,0.3456923996853769
给爸发一分钱红包,我要听东北话,0.22427844310498246
射手座的星座关系,截屏照片,0.25689492248237983
打开酷狗音乐播放本地歌曲,打开微信小程序跳一跳,0.546327396757871
大黑牛指的是谁,红烧肉怎么做,0.3671768186063998
用支付宝付20元钱,识别其中的电话,0.367700466370168
为什么不跟女生吵架,净坛使者是谁,0.3583038662127737
给爸发微信说我没钱了,开启录像模式,0.3055843609978064
用滴滴打车回家,用美团定个十点半的餐位,0.3223227102789572
本周日限行吗,最近空气质量如何,0.19478497920186016
现在去西直门堵不堵,看小猪佩奇,0.34807426526413043
换一个,迪丽热巴的微博,0.1976030426110053
查看qq动态,我的便签,0.3055106898721463
起床前的心理活动,早上好怎么翻译,0.39247661533098777
火影忍者全集,呼叫顺丰快递,0.23883731141602926
属猪的今年多大了,导航去最近的加油站,0.577943489445847
人被逼急了什么事都做得出来吗,吃鸡教会了我们什么,0.7266409780032538
打开支付宝付20块钱,来段广东话,0.33529403566860067
今天大盘走势如何,我想看蒙面唱将猜猜猜,0.4248663808677727
你长什么样子,继续播放,0.22298043218001873
打开微信收款码,天兆家园的开发商,0.32413306524609836
打开清仓模式,冰雪大世界的营业时间,0.35030180373229985
打开慢动作录像,农业银行目前的行情,0.3347446247239136
用美团订个6月3日的餐位,天蝎座今天的运势如何,0.4467240460970749
识别链接,牙齿发酸怎么办,0.32758333963205194
步行导航去附近的超市,根号3加根号2等于多少,0.38997540872471004
打开手电筒,我想给小李发qq信息说天气真好,0.3687193473119349
动漫壁纸,播放一首唐诗,0.36602898814960866
金牛座的幸运色,打开淘宝天猫超市,0.2698016271039498
你会做什么,熊爸爸的十万个为什么,0.4786780387128987
二的十次方等于多少,打开支付宝查看转账记录,0.3588550507831098
故宫的营业时间,水瓶座的优点有哪些,0.49745569378698307
查找计划的变迁,聊天,0.2578592598172573
卢浮宫,打开京东发现,0.2229671488604991
天道有轮回,查看微博本地新闻,0.2426401069927908
用怕怕抱紧,锄禾日当午的下一句是什么,0.47029116637964014
1小时等于多少分钟,韭菜适合与什么一起吃,0.37983771348506934
重启,打开热点,0.35282830387034897
来段四川话,最近有风吗,0.2749758220880646
生肖兔这个月有桃花运吗,吃什么可以补钙,0.46838689606666384
查看李四的qq消息,我要看彭于晏的图片,0.5865473038569978
使命召唤online,一米等于多少厘米,0.25744322331979036
暂停播放,微信查找妈妈,0.36348134056133086
河流的声音,端午节为什么要吃粽子,0.2850302627324924
说一个让你烦恼的事,北冥有哈,0.2838906407141846
安装微信,播放电钻声音,0.4250806795348488
生肖鸡今年多少岁,明天几点日出,0.3281754722831377
拍快动作视频,我想听民谣,0.24161142738932936
