asr_result,correct_answer,similarity
安装微信,安装微信,1.0
最近需要防晒吗,最近需要防晒吗,1.0
中国挖掘机技术哪家强,中国挖掘机技术哪家强,1.0
导航去附近的药店,导航去附近的药店,0.9999999999999999
我要看复联三,我要看复联3,nan
今天红石大盘的走势如何,今天沪市大盘的走势如何,0.9585700161970495
大概相机,打开相机,0.6611910534629452
2月28号到4月5号有多少天,二月二十八号到四月五号有多少天,0.7615303687714301
杭州市绿城南院的地址,杭州市绿城兰园的地址,0.981703420177369
用微信给爸打语音电话,用微信给爸打语音电话,1.0000000000000002
我想预约订座,我想预约订座,0.9999999999999999
我要听小说,我要听小说,0.9999999999999998
欢乐喜剧人,欢乐喜剧人,0.9999999999999998
播放我的本地影院,播放我的本地音乐,0.9056592293835714
我想看猫咪的动图,我想看猫咪的动图,1.0000000000000002
赵晓琪今年多少岁,生肖鸡今年多少岁,0.6823864438880476
今天适合钓鱼吗,明天适合钓鱼吗,0.9330762107070103
6月27号是什么星座,6月27号是什么星座,1.0000000000000002
北京有什么好玩的,北京有什么好玩的,0.9999999999999999
我要吃吃吃,我要吃吃吃,1.0
稻城亚丁,稻城亚丁,1.0
打开支付宝搜索校园卡,打开支付宝搜索校园卡,1.0000000000000002
今天农业银行涨了吗,今天农业银行涨了吗,1.0000000000000002
给我找小猪佩奇的表情包,给我找小猪佩奇的表情包,0.9999999999999999
战神金刚变身,战神金刚变身,1.0
随便来首歌,随便来首歌,1.0000000000000002
导航回家,导航回家,1.0
小爱我想你了,小爱我想你了,1.0
播放权利的游戏,播放权力的游戏,0.9388170502898858
邪不压正,邪不压正,0.9999999999999998
乌龟可以带上地铁吗,乌龟可以带上地铁吗,0.9999999999999999
1983年出生的人属什么,1983年出生的人属什么,1.0000000000000002
打车回家,打车回家,0.9999999999999998
十块钱能干什么,十块钱能干什么,0.9999999999999999
给张三打个电话,给张三打个电话,1.0000000000000002
播放薛之谦的歌,播放薛之谦的歌,1.0
杨幂的微博,杨幂的微博,1.0
你吃饭了吗,你吃饭了吗,1.0
三亚旅游攻略,三亚旅游攻略,1.0000000000000002
不嫌我就发,无限火球法,0.3157635686720074
计算机之父是谁,计算机之父是谁,0.9999999999999999
看看蔡徐坤的微博,看看蔡徐坤的微博,1.0
还有明天下雨吗,海口明天下雨吗,0.8290169303111675
中秋节怎么放假,中秋节怎么放假,1.0
人类的四大本质是什么,人类的四大本质是什么,0.9999999999999999
广州最近几天自拍贤强吗,广州最近几天紫外线强吗,0.8036344280401633
鞭炮的声音,冰雹的声音,0.8667364926265968
推出滴滴出行,退出滴滴出行,0.8260514837092519
你妈打个视频电话,给妈打个视频电话,0.8610265654772261
关于处女座的语言,关于处女座的预言,0.8885909540188839
彭丽媛的丈夫,彭丽媛的丈夫,0.9999999999999999
芙蓉的性格如何,属龙的性格如何,0.8989934760189301
最近有什么赵丽颖的电视剧,最近有什么赵丽颖的电视剧,1.0000000000000002
我想知道白羊座今年的财运怎么样,我想知道白羊座今年的财运怎么样,1.0000000000000002
有什么好看的综艺,有什么好看的综艺,1.0000000000000002
治疗高血压方面的专家,治疗高血压方面的专家,1.0
打开摩拜扫一扫,打开摩拜扫一扫,1.0000000000000002
旺仔qq糖的声音,旺仔qq糖的声音,1.0
打开小米商城,打开小米商城,1.0
起床回家,骑车回家,0.7374947006294778
明天天气情况,明天天气情况,1.0
给18811700059充话费,给18811700059充话费,1.0
大概支付宝,打卡支付宝,0.6914763151485465
播放周星驰的喜剧,播放周星驰的喜剧,0.9999999999999999
不叫吧,呼叫爸,0.3747232302003472
电影无双,电影无双,1.0
今天工商银行的行情,今天工商银行的行情,0.9999999999999998
我有一个想法以后晚上都喝粥,我有一个想法以后晚上都喝粥,1.0
今天适合跑步吗,今天适合跑步吗,1.0
小猪佩奇的声音,小猪佩奇的声音,0.9999999999999998
我要听笑话,我要听笑话,1.0000000000000002
以前朝阳有哪些小区,北京朝阳有哪些小区,0.899329176051484
关闭摩拜,关闭摩拜,1.0000000000000002
搜索一下王源的情况,搜索一下王源的近况,0.9316479101811905
给爸发一分钱红包,给爸发1分钱红包,0.8354894885448726
射手座的星座关系,射手座的星座关系,1.0
打开酷狗音乐播放问题歌曲,打开酷狗音乐播放本地歌曲,0.9384487581519962
大黑牛指的是谁,大黑牛指的是谁,0.9999999999999999
支支付宝付20元钱,用支付宝付20元钱,0.9427404649598555
为什么不跟女生吵架,为什么不跟女生吵架,1.0
你把发微信说我没钱了,给爸发微信说我没钱了,0.8995022702961115
滴滴打车回家,用嘀嘀打车回家,0.863617087631641
本周日限行吗,本周日限行吗,1.0
现在去西直门堵不堵,现在去西直门赌不赌,0.7945008126185086
换一个,换一个,0.9999999999999999
查看qq动态,查看qq动态,1.0
起床前的心理活动,起床前的心理活动,1.0
火影忍者全集,火影忍者全集,1.0000000000000002
属猪的今年多大了,属猪的今年多大了,0.9999999999999999
没脾气了什么事都做得出来吗,人被逼急了什么事都做的出来吗,0.9008991490884827
大概支付宝付20块钱,打开支付宝付20块钱,0.9176187778082439
今天大盘走势如何,今天大盘走势如何,1.0000000000000002
你长什么样子,你长什么样子,1.0
打开微信收款码,打开微信收款码,0.9999999999999999
大概清扫模式,打开清仓模式,0.6734869542989923
打开慢动作录像,打开慢动作录像,1.0
由美团订个6月30的三围,用美团定个6月3日的餐位,0.9036551874739059
识别链接,识别链接,0.9999999999999999
步行道去附近的超市,步行导航去附近的超市,0.9217217603974062
打开手电筒,打开手电筒,1.0
动漫壁纸,动漫壁纸,1.0000000000000002
金牛座的幸运色,金牛座的幸运色,0.9999999999999999
你会做什么,你会做什么,1.0000000000000002
二的十次方等于什么,2的10次方等于多少,0.6922962288007274
故宫的营业时间,故宫的营业时间,1.0000000000000002
大招计划的骗钱,查找计划的便签,0.7847274153584333
卢浮宫,卢浮宫,1.0000000000000002
天道有轮回,天道有轮回,1.0000000000000002
啪啪啪抱歉,用怕怕报警,0.4596003059940844
1小时等于多少分钟,一小时等于多少分钟,0.8987856768992524
重庆,重启,0.19739381674966042
来段四川话,来段四川话,1.0
上校图这个月有桃花运吗,生肖兔这个月有桃花运吗,0.8789894509569552
查看李斯的qq消息,查看李四的qq消息,0.9832756593320873
使命召唤,使命召唤ol,0.97356745813222
餐厅播放,暂停播放,0.6576480375552184
河流的声音,河流的声音,1.0000000000000002
说一个让你烦恼的事,说一个让你烦恼的事,1.0000000000000002
拍快动作视频,拍快动作视频,1.0000000000000002
