asr_result,correct_answer,similarity
打开便签,打开便签,1.0000000000000002
属蛇的本月的事业运势,属蛇的本月的事业运势,0.9999999999999999
八达岭长城票贵吗,八达岭长城票贵吗,1.0
摇个硬币,摇个硬币,1.0
双鱼座今日的幸运数字,双鱼座今日的幸运数字,0.9999999999999999
唐人街探案是谁演的,唐人街探案是谁演的,1.0000000000000002
我要自拍,我要自拍,nan
下载王者荣耀,27岁是属什么的,0.29831509205071616
搜搜文档丢了怎么办,下载王者荣耀,0.35491561354634
我想知道属狗的今年的财运怎么样,搜搜文档丢了怎么办,0.4158040335952391
1吨等于多少千克,我想知道属狗的今年的财运怎么样,0.40752624272105
打开相机设置,一吨等于多少千克,0.34594220206686016
调高屏幕亮度,打开相机设置,0.44590204151465984
用大众点评看下我附近的美食,调高屏幕亮度,0.3958533394793595
最近上映的电影,用大众点评看一下我附近的美食,0.49978905025133546
广东的美食推荐,最近上映的电影,0.423399460037472
我想看上周拍的照片,广东的美食推荐,0.4773601180040535
打开wifi,我想看上周拍的照片,0.33247276641485984
识别邮箱地址,打开wifi,0.4667739807212586
病毒性感冒的传播途径,识别邮箱地址,0.4190594165539673
海口今天可以穿什么衣服,病毒性感冒的传播途径,0.45938735485161547
搞笑的动态图,海口今天可以穿什么衣服,0.37519779670925163
我想从中关村去天安门,搞笑的动态图,0.3074231177394414
我要看海绵宝宝,我想从中关村去天安门,0.35114316674139956
我要骑摩拜单车,我要看海绵宝宝,0.21487051216458314
找壁纸,我要骑摩拜单车,0.19480292441139205
我想看小狗的图片,找壁纸,0.404707805735764
养胃的食材,我想看小狗的图片,0.47204106404720464
搜索复仇者联盟的预告片,养胃的食材,0.4158659945574815
打开勿扰模式,搜索复仇者联盟的预告片,0.4748475144018796
我要问诊,打开勿扰模式,0.43840956969983946
美好的一天用法语怎么说,我要问诊,0.2963981349583535
打开虚空引擎,美好的一天用法语怎么说,0.3855926848586048
孟子的国籍,打开虚空引擎,0.3234603892143444
我现在在哪里,孟子的国籍,0.29445203313064955
伦敦现在几点了,我现在在哪里,0.5724562764857245
电视剧知否知否,伦敦现在几点了,0.24680067870968836
一美元等于多少人民币,电视剧知否知否,0.24584408045300976
搜搜胃一直疼怎么办,一美元等于多少人民币,0.35810617250847415
关于天秤座的神预测,搜搜胃一直疼怎么办,0.37382849727303136
打开支付宝付钱,关于天枰座的神预测,0.3304604049724761
吃什么可以降火,打开支付宝付钱,0.3466243164461613
男生不和女生吵架的真实原因,吃什么可以降火,0.43373672686757003
消灭奥特曼的计划,男生不和女生吵架的真实原因,0.5288674748698164
给152010101015100元话费,消灭奥特曼的计划,0.3094593801328564
来电音乐,给15201010101充100元话费,0.29188806062871936
打开ofo扫一扫,来电音乐,0.3100376474059227
你和我的倾城时光,打开ofo扫一扫,0.2700446895026514
几点了,你和我的倾城时光,0.3182697409323722
你的妈妈是谁,几点了,0.31242957452451625
吐槽大会第三季,你的妈妈是谁,0.20136958713684658
用滴滴打车去公司,吐槽大会第三季,0.2838815827818109
早起的好处,用嘀嘀打车去公司,0.3708920042603969
用后置摄像头拍小视频,早起的好处,0.37351413183975885
骑车导航去东直门,用后置摄像头拍小视频,0.5165518796885846
调节音量到五零,骑车导航去东直门,0.47921420475535303
为你明灯3000,调节音量到50,0.4311430717824253
蜡笔小新,为你明灯三千,0.20199529738235597
明天的紫外线强吗,蜡笔小新,0.2759162485827738
