asr_result,correct_answer,similarity
上海市汤臣一品的房价,上海市汤臣一品的房价,0.9999999999999998
打开qq找到张三,打开qq找到张三,1.0
热门韩剧,热门韩剧,1.0
讲课儿童故事,讲个儿童故事,0.9053706826653022
导航去不再长,导航去五彩城,0.6455042260897746
导航去朝阳门附近的医院,导航去朝阳门附近的医院,1.0000000000000002
热门电影,热门电影,1.0
达尔的进化论讲的是什么,达尔文的进化论讲的是什么,0.9715865724001068
打开王俊凯的微博,打开王俊凯的微博,0.9999999999999998
开启全景拍照模式,开启全景拍照模式,0.9999999999999999
抽烟怎么办,肠胃炎怎么办,0.7669459093909904
老来了在一个水果,狼来了猜一个水果,0.7059784096794471
打开微信扫一扫付款100元,打开微信扫一扫付款100元,1.0
生肖猪本月的运势如何,生肖猪本月的运势如何,1.0
现在工商银行的股价多少,现在工商银行的股价多少,1.0
今天会出太阳吗,今天会出太阳吗,1.0000000000000002
雪人兄弟游戏的声音,雪人兄弟游戏的声音,0.9999999999999999
明天可以洗车吗,明天可以洗车吗,0.9999999999999999
小猪佩奇自我介绍,小猪佩奇自我介绍,1.0
查一下纽约后天天气怎么样,查一下纽约后天天气怎么样,1.0
播放王菲的歌,播放王菲的歌,1.0000000000000002
帮妈妈叫个车从五道口去西直门,帮妈妈叫个车从五道口去西直门,0.9999999999999998
最近热吗,最近热吗,1.0000000000000002
我想听张韶涵的歌,我想听张韶涵的歌,1.0
你不是人造革,你不是人造革,0.9999999999999999
今天几点起限行,今天几跟几限行,0.7052471619342419
易烊千玺的生日是哪天,易烊千玺的生日是哪天,1.0
给我来张美女图片,给我来张美女图片,1.0000000000000002
闪电风的评书,单田芳的评书,0.7395149161672613
帮我打开微博本地新闻,帮我打开微博本地新闻,0.9999999999999999
一级最大,你几岁了,0.1453006553277448
播放雷希电台,播放蕊希电台,0.8018527148421966
6月1号是星期几,六月一号是星期几,0.7579847748271026
金牛座和处女座的一万分怎么样,金牛座和处女座的缘分怎么样,0.9098818800655024
播放米小圈上学记,播放米小圈上学记,1.0
百度昨日几月份,白羊座是几月份,0.21316764484035117
每种的好处,赖床的好处,0.8190835155344673
关闭支付宝,关闭支付宝,1.0000000000000002
属猪的和什么属相最配,属猪的和什么属相最配,0.9999999999999998
讲个冷笑话,讲个冷笑话,1.0000000000000002
你会唱歌吗,你会唱歌吗,1.0
尚小妞的特点,生肖牛的特点,0.6866969784980032
90年出生属什么,九零年出生属什么,0.8509975604067975
让我搜一下王俊凯的图片,上网搜一下王俊凯的照片,0.800530909362617
我想去附近的星巴克,我想去附近的星巴克,1.0
鼻炎患者需要注意什么,鼻炎患者需要注意什么,0.9999999999999999
莲藕与什么是相克,莲藕与什么食物相克,0.8667304153687193
开始刷机模式,开始刷机模式,1.0000000000000002
搜索引擎,搜索便签,0.5610214691166198
用微信给你发两张照片,用微信给爸发两张照片,0.9246329865540598
赵丽颖的星座,赵丽颖的星座,1.0
发qq给老爸说天气不错哦,发qq给老爸说天气不错哦,1.0
吃柚子有什么好处,吃柚子有什么好处,1.0
今天是阴历几月几号,今天是阴历几月几号,1.0
北京外地车限行吗,北京外地车限行吗,1.0
锁屏,锁屏,nan
永恒知识镜头录像,用后置摄像头录像,0.5899818168757222
发朋友圈说我结婚了,发朋友圈说我结婚啦,0.9488644659174188
我想听摇滚歌曲,我想听摇滚歌曲,1.0
北京限行限几环,北京限行限几环,1.0000000000000002
熊猫基地几点开门,熊猫基地几点开门,1.0
怎么预防颈椎病,怎么预防颈椎病,1.0
小米六配置怎么样,小米六配置怎么样,1.0000000000000002
他给ofo扫一扫,打开ofo扫一扫,0.2136096702449387
帮我记一下,帮我记一下,1.0
如何自己在家炸油条,如何自己在家炸油条,1.0
香港有哪些必吃的美食,香港有哪些必吃的美食,1.0
今天温度怎么样,今天温度怎么样,1.0000000000000002
他出去玩他口,打车去五道口,0.4405517065845697
关闭热点,关闭热点,1.0000000000000002
光明之泪,无名之辈,0.23185540504358948
绒绒的和书法的在一起好不好,属龙的和属马的在一起好不好,0.8952317949619535
中秋节是几月几号,中秋节是几月几号,0.9999999999999998
双子座和什么星座最配,双子座和什么星座最配,0.9999999999999998
查看妈妈的聊天记录,查看妈妈的聊天记录,1.0
这是什么,这是什么,0.9999999999999998
西藏著名的景点有哪些,西藏著名的景点有哪些,1.0
看看600036股票当前的行情,看看600036股票当前的行情,1.0
王羲之的儿子,王羲之的儿子,1.0
哈利波特系列,哈利波特系列,0.9999999999999999
她开微信付款吗,打开微信付款码,0.5457144422852902
播放睡前音乐,播放睡前音乐,1.0
海豚经典相声,来段经典相声,0.8541503612321513
魂斗罗的声音,魂斗罗的声音,1.0000000000000002
布达拉宫要门票吗,布达拉宫要门票吗,1.0000000000000002
打开微信扫一扫,打开微信扫一扫,1.0
我想看漫威电影,我想看漫威电影,1.0000000000000002
光头坑的游戏节目,郭德纲的综艺节目,0.6708405906146936
吃什么可以安神,吃什么可以安神,1.0
音量最大,音量最大,1.0
被偷偷生一,麦兜的声音,0.2285153581809779
呼叫黑虎阿福你准备受死吧,我叫黑虎阿福你准备受死吧,0.9210255923005883
读一首故事,读一首古诗,0.7041955909281107
鸿雁传来吗,虹膜炎传染吗,0.6558251547223634
最美的告白,最美的告白,1.0
用支付宝给你转账一个亿,用支付宝给爸转账一个亿,0.9103201691070595
爱琴海购物中心在哪里,爱琴海购物中心在哪里,0.9999999999999998
打开无线网络,打开无线网络,1.0
今天星期几,明天星期几,0.9088365206976781
知道你有什么,池塘里有什么,0.6837611053144668
华府景园的物业费,华府景园的物业费,0.9999999999999998
情绪,静音,0.2650441176894929
大牌小猪佩奇的是谁,打败小猪佩奇的是谁,0.9070237554784232
生肖鼠和生肖牛的缘分怎么样,生肖鼠和生肖牛的缘分怎么样,0.9999999999999999
这是什么车,这是什么车,1.0
苹果用英语怎么说,苹果用英语怎么说,0.9999999999999999
我要听近期的段子,我要听进击的段子,0.8560201877325321
青年军事是谁,青莲居士是谁,0.7467443794933365
义勇军进行曲的作者是谁,义勇军进行曲的作者是谁,1.0
19大主题,十九大主题,0.8706423492319297
关系,关机,0.2491521081961723
妈妈的啪啪叫什么,妈妈的爸爸叫什么,0.8868783860481829
调高音量,调高音量,0.9999999999999999
前后被方博士,进入蜜蜂模式,0.3351905159480871
关闭勿扰模式,关闭勿扰模式,1.0
苹果公司昨日的收盘情况,苹果公司昨日的收盘情况,0.9999999999999998
强吻的电影,姜文的电影,0.8943513988475018
发最近的三张照片到朋友圈说天气真好,发最近的三张照片到朋友圈说天气真好,1.0
我想看奥斯卡获奖电影,我想看奥斯卡获奖电影,1.0000000000000002
