asr_result,correct_answer,similarity
最近几天可以洗车吗,最近几天可以洗车吗,1.0000000000000002
取消预订,取消预定,0.8905898881317675
海天气,海淀区有哪些楼盘,0.33831653748194396
北京今天,北京今天限行吗,0.8621143178590644
关节痛是什么原因,关节痛是什么原因,1.0000000000000002
瞎子摸鱼,瞎子摸鱼,nan
汽车发动的声音,汽车发动的声音,1.0000000000000002
大江大河,大江大河,1.0000000000000002
北京最近今天上,北京最近几天适合运动吗,0.6541771115970437
帮我记一下上海出差,帮我记一下明天去上海出差,0.9447627757382121
经济之声,经济之声,0.9999999999999998
农历5月5号是哪天,农历五月五号是哪天,0.7078857549777131
皮卡丘的声音,皮卡丘的声音,0.9999999999999999
330加46等于我傻,330+46等于多少,0.7988600174105049
为什么总是,为什么总是头皮痒,0.8041095633915638
香港有什么壁纸的美,香港有什么必吃的美食,0.8687619281618014
拍小视频,拍小视频,1.0
英镑等于多少上美元,一英镑等于多少美元,0.8956445338635117
突破树的声音,土拔鼠的声音,0.7666387079620864
最高温度多少,今天最高温度多少,0.9373700585137323
上海市闵行区有哪些小区,上海市闵行区有哪些小区,1.0000000000000002
明天有雾霾吗,明天有雾霾吗,1.0000000000000002
过年失败的照片,过年时拍的照片,0.8155045662883244
识别文字,识别文字,1.0
那些星星,太阳系有哪些行星,0.4513186981690231
狮子座五大预言,狮子座五大预言,1.0000000000000002
我有一个想法,我有一个想法,1.0
腿痛的原因,腿痛的原因,1.0
对成绩的看法,不同时期对成绩的看法,0.8877814363558286
今天出门需要带伞吗,今天出门需要带伞吗,1.0000000000000002
你诚心诚意的发问了,既然你诚心诚意地发问了,0.8672878916705392
降低屏幕亮度,降低屏幕亮度,1.0
距离春节还有多少钱,距离春节还有多少天,0.9085837931645241
怎么称呼爸爸的妹妹,怎么称呼爸爸的妹妹,0.9999999999999998
扁桃体炎怎么办,扁桃体炎怎么办,1.0000000000000002
我想查看qq好友的动态,我想查看qq好友的动态,0.9999999999999998
查看qq好友动态,查看qq好友动态,1.0
我要听鬼吹灯,我要听鬼吹灯,1.0000000000000002
美国旅游攻略,美国旅游攻略,1.0
儿歌茄子,儿歌茄子,1.0
说段北京话,说段北京话,1.0
瓶座本周的事业是不是,天枰座本周的事业运势,0.6451164738042237
山水的旅,远洋山水的绿化率,0.8003912931926955
猕猴桃有什么营养,猕猴桃有什么营养,1.0000000000000002
打开相机并且倒计时三,打开相机并且倒计时三秒自拍,0.9327937077769185
赵薇的老公是谁,赵薇的老公是谁,0.9999999999999998
这是什么性格,11月是什么星座,0.5559247934284032
今天的空气质量如何,今天的空气质量如何,1.0
和女朋友吵架的后果,和女朋友吵架的后果,1.0
拨打电话给中国银行,拨打电话给中国银行,1.0
导航去公司,导航去公司,0.9999999999999999
这是怎么发明的,纸是怎么发明的,0.8598761120554962
老鼠怎么叫,老鼠怎么叫,1.0
大象怎么叫,大象怎么叫,1.0
中国家庭微信群名,中国家庭微信群名,1.0
明天几点日落,明天几点日落,1.0
成都明天天气,成都明天天气,1.0
要把大奖,要把大象装冰箱总共分几步,0.6035577909238073
皮卡丘走路,皮卡丘走路,1.0
赖床一时爽,懒床一时爽,0.8702686283637785
需要什么事,宫保鸡丁需要什么食材,0.717992691887905
关闭淘宝,关闭淘宝,0.9999999999999998
什么事不说适合吃橙子,什么人不适合吃榛子,0.8024602969861443
我的风景照片,我的风景照片,1.0
拨打建行电话,拨打建行电话,1.0
拨打10086,拨打10086,1.0000000000000002
可以穿短裙,最近几天可以穿短裙吗,0.8526682318940361
来一首李白的诗,来一首立冬的诗,0.8674145266930768
跳舞如何,今天的pm2.5如何,0.5998775468157634
民生银行电话,民生银行电话,1.0000000000000002
给妈妈转账一分钱,给妈妈转账1分钱,0.8358796989174077
查看微博榜单,查看微博榜单,1.0
打开微信,打开微信,1.0
用前置摄像头拍小视频,用前置摄像头拍小视频,1.0
我要看电视剧,我要看电视剧,0.9999999999999998
补维生素a是什么,补维生素a应该吃什么,0.8854155489743457
家酒店,马化腾的父亲是谁,0.2513779229675525
核桃11的人群,用大众点评搜一下酒店,0.37916274027493463
不听话怎么我不知道,核桃适宜的人群,0.3653783669890429
寒冰飘飘,小孩不听话怎么办,0.25783083617597685
你站在这里不要动我那个橘子,寒冰飘飘,0.35857087039920016
鸡巴说第五季,你站在这里不要动我去给你买个橘子,0.43729827492545187
这是什么花,奇葩说第五季,0.3491293450597699
调低音量,这是什么花,0.18852406974324784
狮子座有什么缺点,调低音量,0.29754437923632077
火影忍者,属猪的是哪一年生的,0.23054652752506727
陪我聊天,狮子座有什么缺点,0.3252567340605929
或者是几月几号,火影忍者,0.23078291375679547
马云多大了,陪我聊天,0.2316305424921292
成都有什么好吃的,惊蛰是几月几号,0.390759960719527
松鼠怎么叫,马云多大了,0.2516361764157933
天上的星星,成都有什么好吃的,0.5224171315391806
我要充话费,松鼠怎么叫,0.22722668627797413
6月1日是工作室,我和天上的星星有什么区别呢,0.3984003136807836
fm 974,我要充话费,0.23959911719296337
毛泽东的泌园笑,带电话给妈妈,0.2928335524403286
打开支付宝扫一扫,六月一日是工作日吗,0.2434066613908575
射手座的守护神,fm97.4,nan
小猪佩奇,毛泽东的毕业院校,0.24061588949909463
工商银行是涨了还是跌了,打开支付宝扫一扫,0.3226421117160227
家园的房间,射手座的守护神,0.5832995515685417
工资一万元税后是多少,小猪佩奇,0.26045660956308103
最近有什么节日,工商银行是涨了还是跌了,0.4567253164018159
用前置摄像头录像,北京市华清嘉园的房价,0.30492589723448404
生肖猪的性格怎么样,公子一万元税后是多少,0.44096833860780565
处女座的要化学吗,最近有什么节日,0.47118935851035143
今天是几月几号,用前置摄像头录像,0.22867206816582403
查找并且,生肖猪的性格怎么样,0.3244408038705707
帮妈妈叫个快车从义乌彩城,处女座今天有桃花运吗,0.3447175594354138
蜜桃姐姐讲故事,今天是几月几号,0.2706067970687366
复仇者联盟三的影评,查找便签,0.3460791044306812
取消,帮妈妈叫个快车从中关村去五彩城,0.2223992689767375
鱼香肉丝有什么窍门,蜜桃姐姐讲故事,0.3887832097658068
用qq音播放器足球,搜索复仇者联盟3的影评,0.523189880155372
上网搜索行政怎么办,取消,0.3278821637019567
赵丽颖的老公,做鱼香肉丝有什么窍门,0.4225650312385808
,用qq音乐播放告白气球,nan
,上网搜搜进京证怎么办,nan
,赵丽颖的老公,nan
