asr_result,correct_answer,similarity
大概并且,打开便签,0.26664918987733427
属蛇的本月的事业运势,属蛇的本月的事业运势,0.9999999999999999
把他脸抓成票贵吗,八达岭长城票贵吗,0.5505578822182154
摇杆硬币,摇个硬币,0.9517099763483552
双鱼座今日的幸运数字,双鱼座今日的幸运数字,0.9999999999999999
唐人街探案是谁演的,唐人街探案是谁演的,1.0000000000000002
我要自拍,我要自拍,nan
27岁是属什么的,27岁是属什么的,0.9999999999999999
下载王者荣耀,下载王者荣耀,1.0
搜索文档丢了怎么办,搜搜文档丢了怎么办,0.9020027873509815
我想知道属狗的今年的财运怎么样,我想知道属狗的今年的财运怎么样,0.9999999999999998
1吨等于多少千克,一吨等于多少千克,0.8892969299104718
打开相机设置,打开相机设置,1.0000000000000002
提高屏幕亮度,调高屏幕亮度,0.8112398350394274
一大张煎饼干一下我父亲的美食,用大众点评看一下我附近的美食,0.7678317399886541
最近上映的电影,最近上映的电影,1.0
广场的美食推荐,广东的美食推荐,0.870146047967271
我想看上周拍的照片,我想看上周拍的照片,0.9999999999999998
打开wifi,打开wifi,1.0
识别有效机制,识别邮箱地址,0.6945809417532685
病毒性感冒的传播途径,病毒性感冒的传播途径,1.0
海口今天可以穿什么衣服,海口今天可以穿什么衣服,0.9999999999999998
搞笑的动态图,搞笑的动态图,1.0
我想从中关村去检安排,我想从中关村去天安门,0.9138847758200953
我要看海绵宝宝,我要看海绵宝宝,1.0000000000000002
我要骑摩拜单车,我要骑摩拜单车,1.0
找壁纸,找壁纸,0.9999999999999998
我想看小狗的图片,我想看小狗的图片,0.9999999999999998
扬威的时代,养胃的食材,0.49640396986543
搜索复仇者联盟的预告片,搜索复仇者联盟的预告片,1.0000000000000002
打开勿扰模式,打开勿扰模式,0.9999999999999998
我要问诊,我要问诊,1.0
美好的一天用法语怎么说,美好的一天用法语怎么说,0.9999999999999998
打开虚空业绩,打开虚空引擎,0.8060989400333424
孟子的国旗,孟子的国籍,0.8406260913628225
我现在在哪里,我现在在哪里,1.0
判断现在几点了,伦敦现在几点了,0.7646138457470313
电视剧知否知否,电视剧知否知否,1.0
一美元等于多少人民币,一美元等于多少人民币,1.0
搜索为一直疼怎么办,搜搜胃一直疼怎么办,0.846658893594955
关于简称多的神预测,关于天枰座的神预测,0.7565369499237615
打开支付宝福建,打开支付宝付钱,0.8211774094792454
吃什么可以讲话,吃什么可以降火,0.8703126876948581
男生不和女生吵架的真实原因,男生不和女生吵架的真实原因,1.0000000000000002
小米奥特曼的计划,消灭奥特曼的计划,0.8380438621032679
15201010101帧100元话费,给15201010101充100元话费,0.899648887117063
来电影院,来电音乐,0.3413885914306213
打开of噪音了,打开ofo扫一扫,0.6508453190990349
你和我的经常时光,你和我的倾城时光,0.9278892251045436
几点了,几点了,1.0
你的妈妈是谁,你的妈妈是谁,0.9999999999999999
吐槽大会第三季,吐槽大会第三季,1.0
用姐姐打车去公司,用嘀嘀打车去公司,0.9212318258376472
早起的好处,早起的好处,1.0000000000000002
用后至少要偷拍小视频,用后置摄像头拍小视频,0.6094745329581608
汽车导航去东直门,骑车导航去东直门,0.893662833588641
皎洁音量到50,调节音量到50,0.8764631771322702
为你明灯3000,为你明灯三千,0.9070089346988504
蜡笔小新,蜡笔小新,1.0
