asr_result,correct_answer,similarity
打开编辑,打开便签,0.7450355650091682
属蛇的本月的事业运势,属蛇的本月的事业运势,0.9999999999999999
八达岭长城票贵吗,八达岭长城票贵吗,1.0
有个硬币,摇个硬币,1.0
双鱼座今日的幸运数字,双鱼座今日的幸运数字,0.9999999999999999
当然接她还是谁演的,唐人街探案是谁演的,0.8034338239527836
我要自拍,我要自拍,nan
27岁是属什么的,27岁是属什么的,0.9999999999999999
下载王者荣耀,下载王者荣耀,1.0
手手稳当丢了怎么办,搜搜文档丢了怎么办,0.7759312268018005
我想知道属狗的今年的财运怎么样,我想知道属狗的今年的财运怎么样,0.9999999999999998
1吨等于多少千克,一吨等于多少千克,0.8892969299104718
打开相机设置,打开相机设置,1.0000000000000002
要靠屏幕亮度,调高屏幕亮度,0.6674179440530977
用那种电瓶看一下我父亲的美食,用大众点评看一下我附近的美食,0.8519937469537592
最新上映的电影,最近上映的电影,0.8755533758685198
广东的美食推荐,广东的美食推荐,1.0
我想看上周拍的照片,我想看上周拍的照片,0.9999999999999998
打开wifi,打开wifi,1.0
识别邮箱地址,识别邮箱地址,1.0
病毒性感冒的传播途径,病毒性感冒的传播途径,1.0
海口今天可以穿什么衣服,海口今天可以穿什么衣服,0.9999999999999998
搞笑的动态图,搞笑的动态图,1.0
我想从总管程序天安门,我想从中关村去天安门,0.8433235887076742
我要看海绵宝宝,我要看海绵宝宝,1.0000000000000002
我要骑摩拜单车,我要骑摩拜单车,1.0
找壁纸,找壁纸,0.9999999999999998
我想看小狗的图片,我想看小狗的图片,0.9999999999999998
阳痿的食材,养胃的食材,0.8449927849075441
搜索复仇者联盟的预告片,搜索复仇者联盟的预告片,1.0000000000000002
打开勿扰模式,打开勿扰模式,0.9999999999999998
我要问诊,我要问诊,1.0
美好的一天用法语怎么说,美好的一天用法语怎么说,0.9999999999999998
大概虚空引擎,打开虚空引擎,0.760513707108922
孟子的国际,孟子的国籍,0.7377316475142338
我现在在哪里,我现在在哪里,1.0
伦敦现在几点了,伦敦现在几点了,1.0
电视剧赤峰赤峰,电视剧知否知否,0.5893220521102155
一美元等于多少人民币,一美元等于多少人民币,1.0
搜索为一直疼怎么办,搜搜胃一直疼怎么办,0.846658893594955
关于天秤座的神预测,关于天枰座的神预测,0.8562146817800667
打开支付宝付钱,打开支付宝付钱,0.9999999999999998
吃什么可以降火,吃什么可以降火,1.0
男生不和女生吵架的真实原因,男生不和女生吵架的真实原因,1.0000000000000002
小米奥特曼的计划,消灭奥特曼的计划,0.8380438621032679
给152010101中100元话费,给15201010101充100元话费,0.9168148898000167
来电影院,来电音乐,0.3413885914306213
打开ofo扫一扫,打开ofo扫一扫,1.0000000000000002
你和我的青春时光,你和我的倾城时光,0.9369170901363788
几点了,几点了,1.0
你的妈妈是谁,你的妈妈是谁,0.9999999999999999
吐槽大会第三季,吐槽大会第三季,1.0
用滴滴打车去公司,用嘀嘀打车去公司,0.9469206870700071
早起的好处,早起的好处,1.0000000000000002
用户只是想偷拍小视频,用后置摄像头拍小视频,0.6304396630610376
汽车导航去东直门,骑车导航去东直门,0.893662833588641
调解音量的故事,调节音量到50,0.5442435109511249
为你明灯3000,为你明灯三千,0.9070089346988504
蜡笔小新,蜡笔小新,1.0
明天再做why现象吧,明天的紫外线强吗,0.6016534864361874
昨天心情不好,昨天限行尾号,0.5837089384764397
播放跑车的声音,播放跑车的声音,1.0
有哪些关于天蝎座的神预测,有哪些关于天蝎座的神预测,1.0
双子座的性格怎么样,双子座的性格怎么样,1.0000000000000002
流感怎么预防,流感怎么预防,0.9999999999999998
有风油精的表情包吗,有风油精的表情包吗,1.0000000000000002
姚明有多高,姚明有多高,1.0
打电话给中国联通,打电话给中国联通,1.0000000000000002
故宫的价格门票,故宫的价格门票,0.9999999999999999
大概人像拍照模式,打开人像拍照模式,0.8570065302845569
听歌,听歌,0.9999999999999998
你好小孩,你好小爱,0.7615828841861144
我要听东北话,我要听东北话,1.0
截屏照片,截屏照片,1.0
打开微信小程序跳一跳,打开微信小程序跳一跳,1.0000000000000002
红烧肉怎么做,红烧肉怎么做,0.9999999999999999
识别其中的电话,识别其中的电话,0.9999999999999999
今天是谁是谁,净坛使者是谁,0.8441288522741067
开启录像模式,开启录像模式,1.0000000000000002
有没有听20点半才三位,用美团定个十点半的餐位,0.35484034193021413
两位的实在,最近空气质量如何,0.23116276576393752
看小猪佩奇,看小猪佩奇,1.0
迪丽热巴的微博,迪丽热巴的微博,0.9999999999999999
我的便签,我的便签,1.0
早上好怎么翻译,早上好怎么翻译,1.0
呼叫顺丰快递,呼叫顺丰快递,0.9999999999999998
导航去最近的加油站,导航去最近的加油站,1.0
吃鸡脚坏了我们什么,吃鸡教会了我们什么,0.9050092802676312
来段广东话,来段广东话,0.9999999999999998
我想看蒙面唱将猜猜猜,我想看蒙面唱将猜猜猜,0.9999999999999999
极品播放,继续播放,0.6602061246928965
天兆家园的开发商,天兆家园的开发商,1.0
冰雪大世界的一夜时间,冰雪大世界的营业时间,0.9356007200298271
农业银行目前的行情,农业银行目前的行情,0.9999999999999998
天蝎座今天的运势如何,天蝎座今天的运势如何,0.9999999999999999
牙齿发酸怎么办,牙齿发酸怎么办,1.0000000000000002
根号三加根号二等于多少,根号3加根号2等于多少,0.8322233672845035
我想给小李发qq信息说联系正好,我想给小李发qq信息说天气真好,0.9017580756263514
播放一首唐诗,播放一首唐诗,0.9999999999999998
打开淘宝天猫超市,打开淘宝天猫超市,1.0
熊爸爸的十万个为什么,熊爸爸的十万个为什么,0.9999999999999999
打开支付宝查看转账记录,打开支付宝查看转账记录,1.0
水瓶座的有理有哪些,水瓶座的优点有哪些,0.9163726653615345
聊天,聊天,1.0
打开运动发现,打开京东发现,0.7904703341914646
查看微博本地新闻,查看微博本地新闻,1.0000000000000002
锄禾日当午的下一句是什么,锄禾日当午的下一句是什么,0.9999999999999998
韭菜适合于什么意思吃,韭菜适合与什么一起吃,0.8152210187368982
打开热点,打开热点,1.0
最近有风吗,最近有风吗,1.0000000000000002
吃什么可以补钙,吃什么可以补钙,1.0000000000000002
我要看彭于晏的图片,我要看彭于晏的图片,1.0
1米等于多少厘米,一米等于多少厘米,0.878139189348064
微信查找妈妈,微信查找妈妈,0.9999999999999998
端午节为什么要吃粽子,端午节为什么要吃粽子,1.0000000000000002
美女诱惑,北冥有哈,0.29023323362580694
播放电钻声音,播放电钻声音,0.9999999999999998
明天几点日出,明天几点日出,0.9999999999999998
我想听民谣,我想听民谣,1.0
