asr_result,correct_answer,similarity
汽车导航去东直门,打开便签,0.37711885053863275
调节音量到50,属蛇的本月的事业运势,0.35288743160376124
为你明灯3000,八达岭长城票贵吗,0.31654843354754386
蜡笔小新,摇个硬币,0.24442477331040754
明天的紫外线强吗,双鱼座今日的幸运数字,0.5129803751016
昨天限行尾号,唐人街探案是谁演的,0.34178850021713525
播放跑车的声音,我要自拍,nan
有哪些关于天蝎座的神预测,27岁是属什么的,0.5840483928064211
双子座的性格怎么样,下载王者荣耀,0.3084246529847363
流感怎么预防,搜搜文档丢了怎么办,0.39001424349559166
有风油精的表情包吗,我想知道属狗的今年的财运怎么样,0.6431839023871985
姚明有多高,一吨等于多少千克,0.3796656437668429
打电话给中国联通,打开相机设置,0.4272413435161861
故宫的价格门票,调高屏幕亮度,0.40079291216993745
打开人像拍照模式,用大众点评看一下我附近的美食,0.4708312635361441
听歌,最近上映的电影,0.2895451850216319
你好小艾,广东的美食推荐,0.25720874642121594
我要听东北话,我想看上周拍的照片,0.40140394285717734
截屏照片,打开wifi,0.3391642095918975
打开微信小程序跳一跳,识别邮箱地址,0.44346979184993557
红烧肉怎么做,病毒性感冒的传播途径,0.32745157866711355
识别其中的电话,海口今天可以穿什么衣服,0.3782439044043958
净坛使者是谁,搞笑的动态图,0.26746846501931915
开启录像模式,我想从中关村去天安门,0.3631473197178827
用美团定个十点半的单位,我要看海绵宝宝,0.2605773623562642
最近空气质量如何,我要骑摩拜单车,0.19426585809320093
看小猪佩奇,找壁纸,0.33399256542211864
迪丽热巴的微博,我想看小狗的图片,0.4712517187404914
我的便签,养胃的食材,0.5287715810675938
早上好怎么翻译,搜索复仇者联盟的预告片,0.37457003675560147
呼叫顺丰快递,打开勿扰模式,0.34818439362035064
导航去最近的加油站,我要问诊,0.33931804786650205
吃鸡教会了我们什么,美好的一天用法语怎么说,0.5348833726323138
来段广东话,打开虚空引擎,0.30641063273127667
我想看蒙面唱将猜猜猜,孟子的国籍,0.39199512194945907
继续播放,我现在在哪里,0.2409229225185507
天兆家园的开发商,伦敦现在几点了,0.322968625409885
冰雪大世界的营业时间,电视剧知否知否,0.25808902106394016
农业银行目前的行情,一美元等于多少人民币,0.44173912146509026
天蝎座今日的运势如何,搜搜胃一直疼怎么办,0.38283424814301137
牙齿发酸怎么办,关于天枰座的神预测,0.3250571689836666
根号三加根号二等于多少,打开支付宝付钱,0.2981686696282654
我想给小李发qq信息说天气真好,吃什么可以降火,0.5047859900465934
播放一首唐诗,男生不和女生吵架的真实原因,0.30504536220389855
打开淘宝天猫超市,消灭奥特曼的计划,0.3577170035056739
熊爸爸的十万个为什么,给15201010101充100元话费,0.31772766965694005
打开支付宝查看转账记录,来电音乐,0.4149813297307897
水瓶座的优点有哪些,打开ofo扫一扫,0.2154597755646334
聊天,你和我的倾城时光,0.28391592325123755
打开京东发现,几点了,0.17730736924796164
锄禾日当午的下一句是什么,你的妈妈是谁,0.7273197838884298
出汗了,吐槽大会第三季,0.28083997089048235
韭菜适合与什么一起吃,用嘀嘀打车去公司,0.43355897481082
打开热点,早起的好处,0.2826036822157613
最近有风吗,用后置摄像头拍小视频,0.30532248404791296
吃什么可以补钙,骑车导航去东直门,0.4155880953122936
我要看彭于晏图片,调节音量到50,0.2773506286701882
1米等于多少厘米,为你明灯三千,0.4075387565570968
微信查找妈妈,蜡笔小新,0.30324623614924184
端午节为什么要吃粽子,明天的紫外线强吗,0.4219205191710704
北冥有哈,昨天限行尾号,0.22544939727292826
播放电钻的声音,播放跑车的声音,0.9240413908545676
明天几点日出,有哪些关于天蝎座的神预测,0.3230966036947501
我想听民谣,双子座的性格怎么样,0.3579752274486459
打开便签,流感怎么预防,0.24527138070886362
属蛇的本月的事业运势,有风油精的表情包吗,0.5603140318767822
八达岭长城票贵吗,姚明有多高,0.2636744606265711
有个硬币,打电话给中国联通,0.25832082037015874
双鱼座今日的幸运数字,故宫的价格门票,0.5103972322271304
唐人街看是谁演的,打开人像拍照模式,0.43230701018020584
我要自拍,听歌,nan
27岁是属什么的,你好小爱,0.3305341708109653
下载王者荣耀,我要听东北话,0.21409200844271178
搜索闻到丢了怎么办,截屏照片,0.350086106011677
我想知道属狗的今年的财运怎么样,打开微信小程序跳一跳,0.4620922796777095
1吨等于多少克,红烧肉怎么做,0.35660593578457755
打开相机设置,识别其中的电话,0.43003145482456434
调高屏幕亮度,净坛使者是谁,0.21387335585133013
用大众点评看一下我附近的美食,开启录像模式,0.42079554690601095
最近上映的电影,用美团定个十点半的餐位,0.5077004633971381
广东的美食推荐,最近空气质量如何,0.2811681657088745
我想看上周拍的照片,看小猪佩奇,0.5305630190331465
打开wifi,迪丽热巴的微博,0.27967064549888115
识别邮箱地址,我的便签,0.35692586907938856
病毒性感冒的传播途径,早上好怎么翻译,0.3763287310869682
海口今天可以穿什么衣服,呼叫顺丰快递,0.3589761437604009
