asr_result,correct_answer,similarity
打开便签,打开便签,1.0000000000000002
属蛇的本月的事业运势,属蛇的本月的事业运势,0.9999999999999999
八达岭长城票贵吗,八达岭长城票贵吗,1.0
摇个硬币,摇个硬币,1.0
双鱼座今日的幸运数字,双鱼座今日的幸运数字,0.9999999999999999
唐人街探案是谁演的,唐人街探案是谁演的,1.0000000000000002
我要自拍,我要自拍,nan
27岁是属什么的,27岁是属什么的,0.9999999999999999
下载王者荣耀,下载王者荣耀,1.0
搜搜文档丢了怎么办,搜搜文档丢了怎么办,0.9999999999999999
我想知道属狗的今年的财运怎么样,我想知道属狗的今年的财运怎么样,0.9999999999999998
1吨等于多少千克,一吨等于多少千克,0.8892969299104718
打开相机设置,打开相机设置,1.0000000000000002
调高屏幕亮度,调高屏幕亮度,1.0000000000000002
用大众点评看一下我附近的美食,用大众点评看一下我附近的美食,1.0
最近上映的电影,最近上映的电影,1.0
广东的美食推荐,广东的美食推荐,1.0
我想看上周拍的照片,我想看上周拍的照片,0.9999999999999998
打开wifi,打开wifi,1.0
识别邮箱地址,识别邮箱地址,1.0
病毒性感冒的传播途径,病毒性感冒的传播途径,1.0
海口今天可以穿什么衣服,海口今天可以穿什么衣服,0.9999999999999998
搞笑的动态图,搞笑的动态图,1.0
我想我想从中国产生,我想从中关村去天安门,0.7775302317103067
我想从中关村去天安门,我要看海绵宝宝,0.35114316674139956
我要看海绵宝宝,我要骑摩拜单车,0.21487051216458314
我要骑摩拜单车,找壁纸,0.19480292441139205
找壁纸,我想看小狗的图片,0.404707805735764
我想看小狗的图片,养胃的食材,0.47204106404720464
养胃的食材,搜索复仇者联盟的预告片,0.4158659945574815
搜索复仇者联盟的预告片,打开勿扰模式,0.4748475144018796
打开勿扰模式,我要问诊,0.43840956969983946
我要问诊,美好的一天用法语怎么说,0.2963981349583535
美好的一天用法语怎么说,打开虚空引擎,0.3855926848586048
打开虚空引擎,孟子的国籍,0.3234603892143444
孟子的国籍,我现在在哪里,0.29445203313064955
我现在在哪里,伦敦现在几点了,0.5724562764857245
伦敦现在几点了,电视剧知否知否,0.24680067870968836
电视剧知否知否,一美元等于多少人民币,0.24584408045300976
一美元等于多少人民币,搜搜胃一直疼怎么办,0.35810617250847415
说说胃一直疼怎么办,关于天枰座的神预测,0.3959566097343069
关于天秤座的神预测,打开支付宝付钱,0.3025443198081505
打开支付宝付钱,吃什么可以降火,0.3466243164461613
吃什么可以降火,男生不和女生吵架的真实原因,0.43373672686757003
男生不和女生吵架的真实原因,消灭奥特曼的计划,0.5288674748698164
消灭奥特曼的计划,给15201010101充100元话费,0.3572320112055472
给15201010101充100元话费,来电音乐,0.29188806062871936
来电音乐,打开ofo扫一扫,0.3100376474059227
打开ofo扫一扫,你和我的倾城时光,0.2700446895026514
你和我的倾城时光,几点了,0.3182697409323722
几点了,你的妈妈是谁,0.31242957452451625
你的妈妈是谁,吐槽大会第三季,0.20136958713684658
吐槽大会第三季,用嘀嘀打车去公司,0.2876807266323171
用滴滴打车去公司,早起的好处,0.3976857407596699
早起的好处,用后置摄像头拍小视频,0.37351413183975885
用后置摄像头拍小视频,骑车导航去东直门,0.5165518796885846
骑车导航去东直门,调节音量到50,0.47293180003541896
调节音量到50,为你明灯三千,0.3626716897827759
为你明灯3000,蜡笔小新,0.2299557247443756
蜡笔小新,明天的紫外线强吗,0.2759162485827738
明天的紫外线强吗,昨天限行尾号,0.4462883543769043
