asr_result,correct_answer
安装微信。,打开便签
最近需要防晒吗？,属蛇的本月的事业运势
中国挖掘机技术哪家强？,八达岭长城票贵吗
导航去附近的药店。,摇个硬币
我要看复联三。,双鱼座今日的幸运数字
今天沪市大盘的走势如何？,唐人街探案是谁演的
打开相机。,我要自拍
2月28号到4月5号有多少天？,27岁是属什么的
杭州市绿城兰园的地址。,下载王者荣耀
用微信给爸打语音电话。,搜搜文档丢了怎么办
我想预约订座。,我想知道属狗的今年的财运怎么样
我要听小说。,一吨等于多少千克
欢乐喜剧人。,打开相机设置
播放我的本地音乐。,调高屏幕亮度
我想看猫咪的动图。,用大众点评看一下我附近的美食
生肖鸡今年多少岁？,最近上映的电影
明天适合钓鱼吗？,广东的美食推荐
6月27号是什么星座？,我想看上周拍的照片
北京有什么好玩的？,打开wifi
我要吃吃吃。,识别邮箱地址
稻城亚丁。,病毒性感冒的传播途径
打开支付宝搜索校园卡。,海口今天可以穿什么衣服
今天农业银行涨了吗？,搞笑的动态图
给我找小猪佩奇的表情包。,我想从中关村去天安门
战神金刚变身。,我要看海绵宝宝
随便来首歌。,我要骑摩拜单车
导航回家。,找壁纸
小艾，我想你了。,我想看小狗的图片
播放权力的游戏。,养胃的食材
邪不压正。,搜索复仇者联盟的预告片
乌龟可以带上地铁吗？,打开勿扰模式
1983年出生的人属什么？,我要问诊
打车回家。,美好的一天用法语怎么说
十块钱能干什么？,打开虚空引擎
给张三打个电话。,孟子的国籍
播放薛之谦的歌。,我现在在哪里
杨幂的微博。,伦敦现在几点了
你吃饭了吗？,电视剧知否知否
三亚旅游攻略。,一美元等于多少人民币
无限火球法。,搜搜胃一直疼怎么办
计算机之父是谁？,关于天枰座的神预测
看看蔡徐坤的微博。,打开支付宝付钱
海口，明天下雨吗？,吃什么可以降火
中秋节怎么放假？,男生不和女生吵架的真实原因
人类的四大本质是什么？,消灭奥特曼的计划
广州最近几天紫外线强吗？,给15201010101充100元话费
冰雹的声音。,来电音乐
退出滴滴出行。,打开ofo扫一扫
给妈打个视频电话。,你和我的倾城时光
关于处女座的预言。,几点了
彭丽媛的丈夫。,你的妈妈是谁
属龙的性格如何？,吐槽大会第三季
最近有什么赵丽颖的电视剧？,用嘀嘀打车去公司
我想知道白羊座今年的财运怎么样？,早起的好处
有什么好看的综艺？,用后置摄像头拍小视频
治疗高血压方面的专家。,骑车导航去东直门
打开摩拜扫一扫。,调节音量到50
旺仔QQ糖的声音。,为你明灯三千
打开小米商城。,蜡笔小新
骑车回家。,明天的紫外线强吗
明天天气情况。,昨天限行尾号
给18817700059充话费。,播放跑车的声音
打卡支付宝。,有哪些关于天蝎座的神预测
播放周星驰的喜剧。,双子座的性格怎么样
呼叫爸。,流感怎么预防
电影无双。,有风油精的表情包吗
今天工商银行的行情。,姚明有多高
我有一个想法，以后晚上都喝粥。,打电话给中国联通
今天适合跑步吗？,故宫的价格门票
小猪佩奇的声音。,打开人像拍照模式
我要听笑话。,听歌
北京朝阳有哪些小区？,你好小爱
关闭摩拜。,我要听东北话
搜索一下王源的近况。,截屏照片
给爸发一分钱红包。,打开微信小程序跳一跳
射手座的星座关系。,红烧肉怎么做
打开酷狗音乐播放本地歌曲。,识别其中的电话
大黑牛指的是谁？,净坛使者是谁
用支付宝付20元钱。,开启录像模式
为什么不跟女生吵架？,用美团定个十点半的餐位
给爸发微信说我没钱了。,最近空气质量如何
用滴滴打车回家。,看小猪佩奇
本周日限行吗？,迪丽热巴的微博
现在去西直门，堵不堵？,我的便签
换一个。,早上好怎么翻译
查看QQ动态。,呼叫顺丰快递
起床前的心理活动。,导航去最近的加油站
火影忍者全集。,吃鸡教会了我们什么
属猪的今年多大了？,来段广东话
人被逼急了，什么事都做得出来吗？,我想看蒙面唱将猜猜猜
打开支付宝付20块钱。,继续播放
今天大盘走势如何？,天兆家园的开发商
你长什么样子？,冰雪大世界的营业时间
打开微信收款码。,农业银行目前的行情
打开清仓模式。,天蝎座今天的运势如何
打开慢动作录像。,牙齿发酸怎么办
用美团订个6月3日的餐位。,根号3加根号2等于多少
识别链接。,我想给小李发QQ信息说天气真好
步行导航去附近的超市。,播放一首唐诗
打开手电筒。,打开淘宝天猫超市
动漫壁纸。,熊爸爸的十万个为什么
金牛座的幸运色。,打开支付宝查看转账记录
你会做什么？,水瓶座的优点有哪些
二的十次方等于多少？,聊天
故宫的营业时间。,打开京东发现
查找计划的变迁。,查看微博本地新闻
卢浮宫。,锄禾日当午的下一句是什么
天道有轮回。,韭菜适合与什么一起吃
用papa报警。,打开热点
一个小时等于多少分钟？,最近有风吗
重启。,吃什么可以补钙
来段四川话。,我要看彭于晏的图片
生肖兔这个月有桃花运吗？,一米等于多少厘米
查看李四的QQ消息。,微信查找妈妈
使命召唤OL。,端午节为什么要吃粽子
暂停播放。,北冥有哈
河流的声音。,播放电钻声音
说一个让你烦恼的事。,明天几点日出
拍快动作视频。,我想听民谣
