asr_result,correct_answer
取消预订。,上海市汤臣一品的房价
海淀区有哪些楼盘？,打开QQ找到张三
北京今天限行吗？,热门韩剧
关节痛是什么原因？,讲个儿童故事
瞎子摸鱼。,导航去五彩城
汽车发动的声音。,导航去朝阳门附近的医院
大江大河。,热门电影
北京最近几天适合运动吗？,达尔文的进化论讲的是什么
帮我记一下，明天去上海出差。,打开王俊凯的微博
经济之声。,开启全景拍照模式
农历5月5号是哪天？,肠胃炎怎么办
皮卡丘的声音。,狼来了猜一个水果
330加46等于多少？,打开微信扫一扫付款100元
为什么总是头皮痒？,生肖猪本月的运势如何
香港有什么必吃的美食？,现在工商银行的股价多少
拍小视频。,今天会出太阳吗
一英镑等于多少美元？,雪人兄弟游戏的声音
土拨鼠的声音。,明天可以洗车吗
今天最高温度多少？,小猪佩奇自我介绍
上海市闵行区有哪些小区？,查一下纽约后天天气怎么样
明天有雾霾吗？,播放王菲的歌
过年时拍的照片。,帮妈妈叫个车从五道口去西直门
识别文字。,最近热吗
太阳系有哪些行星？,我想听张韶涵的歌
狮子座五大预言。,你不是人造革
我有一个想法。,今天几跟几限行
腿痛的原因。,易烊千玺的生日是哪天
不同时期对成绩的看法。,给我来张美女图片
今天出门需要带伞吗？,单田芳的评书
既然你诚心诚意地发问了。,帮我打开微博本地新闻
降低屏幕亮度。,你几岁了
距离春节还有多少天？,播放蕊希电台
怎么称呼爸爸的妹妹？,六月一号是星期几
扁桃体发炎怎么办？,金牛座和处女座的缘分怎么样
我想查看QQ好友的动态。,播放米小圈上学记
查看QQ好友动态。,白羊座是几月份
我要听鬼吹灯。,赖床的好处
美国旅游攻略。,关闭支付宝
儿歌茄子。,属猪的和什么属相最配
说段北京话。,讲个冷笑话
天秤座本周的事业运势。,你会唱歌吗
远洋山水的绿化率。,生肖牛的特点
猕猴桃有什么营养？,九零年出生属什么
打开相机，并且倒计时三秒自拍。,上网搜一下王俊凯的照片
赵薇的老公是谁？,我想去附近的星巴克
11月是什么星座？,鼻炎患者需要注意什么
今天的空气质量如何？,莲藕与什么食物相克
和女朋友吵架的后果。,开始刷机模式
拨打电话给中国银行。,搜索便签
导航去公司。,用微信给爸发两张照片
纸是怎么发明的？,赵丽颖的星座
老虎怎么叫？,发QQ给老爸说天气不错哦
大象怎么叫？,吃柚子有什么好处
中国家庭微信群名。,今天是阴历几月几号
明天几点日落？,北京外地车限行吗
成都明天天气。,锁屏
要把大象装冰箱总共分几步？,用后置摄像头录像
皮卡丘走路。,发朋友圈说我结婚啦
懒床一时爽。,我想听摇滚歌曲
宫保鸡丁需要什么食材？,北京限行限几环
关闭淘宝。,熊猫基地几点开门
什么人不适合吃榛子？,怎么预防颈椎病
我的风景照片。,小米六配置怎么样
拨打建行电话。,打开ofo扫一扫
拨打10086。,帮我记一下
最近几天可以穿短裙吗？,如何自己在家炸油条
来一首立冬的诗。,香港有哪些必吃的美食
今天的PM2点五，如何？,今天温度怎么样
民生银行电话。,打车去五道口
给妈妈转账一分钱。,关闭热点
查看微信榜单。,无名之辈
打开微信。,属龙的和属马的在一起好不好
用前置摄像头拍小视频。,中秋节是几月几号
我要看电视剧。,双子座和什么星座最配
补维生素A，应该吃什么？,查看妈妈的聊天记录
马化腾的父亲是谁？,这是什么
用大众点评搜一下酒店。,西藏著名的景点有哪些
和它适宜的人群。,看看600036股票当前的行情
小孩不听话，怎么办？,王羲之的儿子
寒冰飘飘。,哈利波特系列
你站在这里，不要动，我去给你买个橘子。,打开微信付款码
奇葩说第五季。,播放睡前音乐
这是什么花？,来段经典相声
调低音量。,魂斗罗的声音
属猪的是哪一年生的？,布达拉宫要门票吗
狮子座有什么缺点？,打开微信扫一扫
火影忍者。,我想看漫威电影
陪我聊天。,郭德纲的综艺节目
惊蛰是几月几号？,吃什么可以安神
马云多大了？,音量最大
成都有什么好吃的？,麦兜的声音
松鼠怎么叫？,我叫黑虎阿福你准备受死吧
我和天上的星星有什么区别呢？,读一首古诗
我要充话费。,虹膜炎传染吗
打电话给妈妈。,最美的告白
6月1日是工作日吗？,用支付宝给爸转账一个亿
FM 974。,爱琴海购物中心在哪里
毛泽东的毕业院校。,打开无线网络
打开支付宝扫一扫。,明天星期几
射手座的守护神。,池塘里有什么
小猪佩奇。,华府景园的物业费
工商银行是涨了还是跌了？,静音
北京市华清嘉园的房价。,打败小猪佩奇的是谁
工资一万元，税后是多少？,生肖鼠和生肖牛的缘分怎么样
最近有什么节日？,这是什么车
用前置摄像头录像。,苹果用英语怎么说
生肖猪的性格怎么样？,我要听进击的段子
处女座今天有桃花运吗？,青莲居士是谁
今天是几月几号？,义勇军进行曲的作者是谁
查找便签。,十九大主题
帮妈妈叫个快车从中关村去五彩城。,关机
蜜桃姐姐讲故事。,妈妈的爸爸叫什么
搜索复仇者联盟三的影评。,调高音量
取消。,进入蜜蜂模式
做鱼香肉丝，有什么窍门？,关闭勿扰模式
用QQ音乐播放告白气球。,苹果公司昨日的收盘情况
上网搜搜进京证怎么办？,姜文的电影
最近几天可以洗车吗？,发最近的三张照片到朋友圈说天气真好
赵丽颖的老公。,我想看奥斯卡获奖电影
