asr_result,correct_answer
取消预订。,最近几天可以洗车吗
海淀区有哪些楼盘？,取消预定
北京今天还限行吗？,海淀区有哪些楼盘
关节痛是什么原因？,北京今天限行吗
瞎子摸鱼。,关节痛是什么原因
汽车发动的声音。,瞎子摸鱼
大江大河。,汽车发动的声音
北京最近几天适合运动吗？,大江大河
帮我记一下，明天去上海出差。,北京最近几天适合运动吗
经济之声。,帮我记一下明天去上海出差
农历5月5号是哪天？,经济之声
皮卡丘的声音。,农历五月五号是哪天
330加46等于多少？,皮卡丘的声音
为什么总是头皮啊？,330+46等于多少
香港有什么必吃的美食？,为什么总是头皮痒
拍小视频。,香港有什么必吃的美食
一英镑等于多少美元？,拍小视频
土拨鼠的声音。,一英镑等于多少美元
今天最高温度多少？,土拔鼠的声音
上海市明显又有哪些小区？,今天最高温度多少
明天有雾霾吗？,上海市闵行区有哪些小区
过年时拍的照片。,明天有雾霾吗
识别文字。,过年时拍的照片
太阳系有哪些行星？,识别文字
狮子座五大预言。,太阳系有哪些行星
我有一个想法。,狮子座五大预言
腿痛的原因。,我有一个想法
不同时期对成绩的看法。,腿痛的原因
今天出门需要带伞么？,不同时期对成绩的看法
既然你诚心诚意的发问了。,今天出门需要带伞吗
降低屏幕亮度。,既然你诚心诚意地发问了
距离春节还有多少天？,降低屏幕亮度
怎么称呼爸爸的妹妹？,距离春节还有多少天
扁桃体炎怎么办？,怎么称呼爸爸的妹妹
我想查看QQ好友的动态。,扁桃体炎怎么办
查看QQ好友动态。,我想查看QQ好友的动态
我要听鬼吹灯。,查看QQ好友动态
美国旅游攻略。,我要听鬼吹灯
二个茄子。,美国旅游攻略
说断眉情话。,儿歌茄子
天秤座本周的事业运势。,说段北京话
远洋山水的绿化率。,天枰座本周的事业运势
猕猴桃有什么营养？,远洋山水的绿化率
大概相机，并且到73秒。,猕猴桃有什么营养
赵薇的老公是谁？,打开相机并且倒计时三秒自拍
11月是什么星座？,赵薇的老公是谁
今天的空气质量如何？,11月是什么星座
和女朋友吵架的后果。,今天的空气质量如何
拨打电话给中国银行。,和女朋友吵架的后果
导航去公司。,拨打电话给中国银行
这是怎么发明的？,导航去公司
老鼠怎么叫？,纸是怎么发明的
大象怎么叫？,老鼠怎么叫
中国家庭微信群名。,大象怎么叫
明天几点直播？,中国家庭微信群名
成都明天天气。,明天几点日落
要把大象装冰箱总共分析。,成都明天天气
皮卡丘走路。,要把大象装冰箱总共分几步
懒床一时爽。,皮卡丘走路
宫保鸡丁需要什么食材？,懒床一时爽
关闭淘宝。,宫保鸡丁需要什么食材
什么人不适合吃粽子？,关闭淘宝
我的风景照片。,什么人不适合吃榛子
拨打建行电话。,我的风景照片
拨打10086。,拨打建行电话
最近几天可以穿短裙吗？,拨打10086
来一首李白的诗。,最近几天可以穿短裙吗
今天的PM2点五，如何？,来一首立冬的诗
民生银行电话。,今天的PM2.5如何
给妈妈转账一分钱。,民生银行电话
查看微博榜单。,给妈妈转账1分钱
打开微信。,查看微博榜单
用前置摄像头拍小视频。,打开微信
我要看电视剧。,用前置摄像头拍小视频
补维生素A，应该吃什么？,我要看电视剧
马化腾的父亲是谁？,补维生素A应该吃什么
用大众点评搜一下酒店。,马化腾的父亲是谁
核桃是一的人群。,用大众点评搜一下酒店
小孩不听话，怎么办？,核桃适宜的人群
寒冰飘飘。,小孩不听话怎么办
你站在这里不，我去给你买个。,寒冰飘飘
奇葩说第五季。,你站在这里不要动我去给你买个橘子
这是什么话？,奇葩说第五季
调节音量。,这是什么花
属猪的是哪一年生的？,调低音量
狮子座有什么缺点？,属猪的是哪一年生的
火影忍者。,狮子座有什么缺点
陪我聊天。,火影忍者
仅这是几月几号？,陪我聊天
马云多大了？,惊蛰是几月几号
成都有什么好吃的？,马云多大了
松鼠怎么叫？,成都有什么好吃的
我和天上的星星有什么区别呢？,松鼠怎么叫
我要充话费。,我和天上的星星有什么区别呢
打电话给妈妈。,我要充话费
6月1日是工作日吗？,带电话给妈妈
FM 97电视。,六月一日是工作日吗
毛泽东的毕业院校。,FM97.4
大概支付宝扫一扫。,毛泽东的毕业院校
射手座的守护神。,打开支付宝扫一扫
小猪佩奇。,射手座的守护神
工商银行是涨了还是跌了？,小猪佩奇
北京市花，我们家。,工商银行是涨了还是跌了
工资一万元，税后是多少？,北京市华清嘉园的房价
最近有什么解释？,公子一万元税后是多少
用前置摄像头录像。,最近有什么节日
生肖猪的性格怎么样？,用前置摄像头录像
处女座今天有桃花运吗？,生肖猪的性格怎么样
今天是几月几号？,处女座今天有桃花运吗
查找便签。,今天是几月几号
帮妈妈叫个快车做主，缓存去不再者。,查找便签
蜜桃姐姐讲故事。,帮妈妈叫个快车从中关村去五彩城
搜索复仇者联盟三的影评。,蜜桃姐姐讲故事
取消。,搜索复仇者联盟3的影评
做鱼香肉丝，有什么窍门？,取消
用QQ音乐播放告白记者。,做鱼香肉丝有什么窍门
上网搜搜，紧紧张怎么办？,用QQ音乐播放告白气球
赵丽颖的老公。,上网搜搜进京证怎么办
,赵丽颖的老公
