asr_result,correct_answer
安装微信。,最近几天可以洗车吗
最近需要防晒吗？,取消预定
中国挖掘机技术哪家强？,海淀区有哪些楼盘
导航去附近的药店。,北京今天限行吗
我要看复联三。,关节痛是什么原因
今天50大盘的走势如何？,瞎子摸鱼
打开相机。,汽车发动的声音
2月28号到4月5号有多少天？,大江大河
杭州市绿城兰园的地址。,北京最近几天适合运动吗
用微信给我打语音电话。,帮我记一下明天去上海出差
我想预约定做。,经济之声
我要听小说。,农历五月五号是哪天
欢乐喜剧人。,皮卡丘的声音
播放我的本地音乐。,330+46等于多少
我想看猫咪的动图。,为什么总是头皮痒
生肖鸡今年多少岁？,香港有什么必吃的美食
明天适合钓鱼吗？,拍小视频
6月27号是什么星座？,一英镑等于多少美元
北京有什么好玩的？,土拔鼠的声音
我要吃吃吃。,今天最高温度多少
稻城亚丁。,上海市闵行区有哪些小区
打开支付宝搜索校园卡。,明天有雾霾吗
今天农业银行涨了吗？,过年时拍的照片
给我找小猪佩奇的表情包。,识别文字
战神金刚变身。,太阳系有哪些行星
随便来首歌。,狮子座五大预言
导航回家。,我有一个想法
小爱我想你了。,腿痛的原因
播放权力的游戏。,不同时期对成绩的看法
邪不压正。,今天出门需要带伞吗
乌龟可以带上地铁吗？,既然你诚心诚意地发问了
1983年出生的人属什么？,降低屏幕亮度
打车回家。,距离春节还有多少天
十块钱能干什么？,怎么称呼爸爸的妹妹
给张三打个电话。,扁桃体炎怎么办
播放薛之谦的歌。,我想查看QQ好友的动态
杨幂的微博。,查看QQ好友动态
你吃饭了吗？,我要听鬼吹灯
三亚旅游攻略。,美国旅游攻略
无限火球法。,儿歌茄子
计算机之父是谁？,说段北京话
看看蔡徐坤的微博。,天枰座本周的事业运势
海口，明天下雨吗？,远洋山水的绿化率
中秋节怎么放假？,猕猴桃有什么营养
人类的四大本质是什么？,打开相机并且倒计时三秒自拍
广州最近几天紫外线强吗？,赵薇的老公是谁
冰雹的声音。,11月是什么星座
推出地铁出行。,今天的空气质量如何
给妈打个视频电话。,和女朋友吵架的后果
关于处女座的预言。,拨打电话给中国银行
彭丽媛的丈夫。,导航去公司
属龙的性格如何？,纸是怎么发明的
最近有什么赵丽颖的电视剧？,老鼠怎么叫
我想知道白羊座今年的财运怎么样？,大象怎么叫
有什么好看的综艺？,中国家庭微信群名
治疗高血压方面的专家。,明天几点日落
打开摩拜扫一扫。,成都明天天气
旺仔QQ糖的声音。,要把大象装冰箱总共分几步
打开小米商城。,皮卡丘走路
骑车回家。,懒床一时爽
明天天气情况。,宫保鸡丁需要什么食材
18877700059，充话费。,关闭淘宝
打开支付宝。,什么人不适合吃榛子
播放周星驰的喜剧。,我的风景照片
呼叫吧！,拨打建行电话
电影无双。,拨打10086
今天工商银行的行情。,最近几天可以穿短裙吗
我有一个想法，以后晚上都喝粥。,来一首立冬的诗
今天适合跑步吗？,今天的PM2.5如何
小猪佩奇的声音。,民生银行电话
我要听笑话。,给妈妈转账1分钱
北京朝阳有哪些小区？,查看微博榜单
关闭摩拜。,打开微信
搜索一下王源的情况。,用前置摄像头拍小视频
给爸爸一份抢红包。,我要看电视剧
射手座的星座关系。,补维生素A应该吃什么
打开酷狗音乐播放本地歌曲。,马化腾的父亲是谁
大黑牛指的是谁？,用大众点评搜一下酒店
用支付宝付20元钱。,核桃适宜的人群
为什么不跟女生吵架？,小孩不听话怎么办
给爸发微信说我没钱了。,寒冰飘飘
用滴滴打车回家。,你站在这里不要动我去给你买个橘子
本周日限行吗？,奇葩说第五季
现在去西直门，堵不堵？,这是什么花
换一个。,调低音量
查看QQ动态。,属猪的是哪一年生的
起床前的心理活动。,狮子座有什么缺点
火影忍者全集。,火影忍者
属猪的今年多大了？,陪我聊天
人被逼急了，什么事都做得出来吗？,惊蛰是几月几号
打开支付宝付20块钱。,马云多大了
今天他们总是如何？,成都有什么好吃的
你长什么样子？,松鼠怎么叫
打开微信收款吗？,我和天上的星星有什么区别呢
打开情景模式。,我要充话费
打开慢动作录像。,带电话给妈妈
用美团订个6月3日的餐位。,六月一日是工作日吗
识别链接。,FM97.4
步行导航去附近的超市。,毛泽东的毕业院校
打开手电筒。,打开支付宝扫一扫
动漫壁纸。,射手座的守护神
金牛座的幸运色。,小猪佩奇
你会做什么？,工商银行是涨了还是跌了
二的十次方等于多少？,北京市华清嘉园的房价
故宫的营业时间。,公子一万元税后是多少
查找计划的变迁。,最近有什么节日
卢浮宫。,用前置摄像头录像
天道有轮回。,生肖猪的性格怎么样
用啪啪抱歉。,处女座今天有桃花运吗
1小时等于多少分钟？,今天是几月几号
重启。,查找便签
来段四川话。,帮妈妈叫个快车从中关村去五彩城
生肖兔这个月有桃花运吗？,蜜桃姐姐讲故事
查看历史的QQ消息。,搜索复仇者联盟3的影评
使命召唤OL。,取消
暂停播放。,做鱼香肉丝有什么窍门
河流的声音。,用QQ音乐播放告白气球
说一个让你烦恼的事。,上网搜搜进京证怎么办
拍快动作视频。,赵丽颖的老公
