asr_result,correct_answer
最近几天可以洗车吗？,上海市汤臣一品的房价
取消预订。,打开QQ找到张三
海淀区有哪些楼盘？,热门韩剧
北京今天限行吗？,讲个儿童故事
关节痛是什么原因？,导航去五彩城
瞎子摸鱼。,导航去朝阳门附近的医院
汽车发动的声音。,热门电影
大江大河。,达尔文的进化论讲的是什么
北京最近几天适合运动吗？,打开王俊凯的微博
帮我记一下，明天去上海出差。,开启全景拍照模式
经济之声。,肠胃炎怎么办
农历5月5号是哪天？,狼来了猜一个水果
皮卡丘的声音。,打开微信扫一扫付款100元
330加46等于多少？,生肖猪本月的运势如何
为什么总是头皮痒？,现在工商银行的股价多少
香港有什么必吃的美食？,今天会出太阳吗
拍小视频。,雪人兄弟游戏的声音
一英镑等于多少美元？,明天可以洗车吗
土拨鼠的声音。,小猪佩奇自我介绍
今天最高温度多少？,查一下纽约后天天气怎么样
上海市闵行区有哪些小区？,播放王菲的歌
明天有雾霾吗？,帮妈妈叫个车从五道口去西直门
过年时拍的照片。,最近热吗
识别文字。,我想听张韶涵的歌
太阳系有哪些行星？,你不是人造革
狮子座五大预言。,今天几跟几限行
我有一个想法。,易烊千玺的生日是哪天
腿痛的原因。,给我来张美女图片
不同时期对成绩的看法。,单田芳的评书
今天出门需要带伞吗？,帮我打开微博本地新闻
既然你诚心诚意地发问了。,你几岁了
降低屏幕亮度。,播放蕊希电台
距离春节还有多少天？,六月一号是星期几
怎么称呼爸爸的妹妹？,金牛座和处女座的缘分怎么样
扁桃体炎怎么办？,播放米小圈上学记
我想查看QQ好友的动态。,白羊座是几月份
查看QQ好友动态。,赖床的好处
我要听鬼吹灯。,关闭支付宝
美国旅游攻略。,属猪的和什么属相最配
儿歌茄子。,讲个冷笑话
说段北京话。,你会唱歌吗
天秤座本周的事业运势。,生肖牛的特点
远洋山水的绿化率。,九零年出生属什么
猕猴桃有什么营养？,上网搜一下王俊凯的照片
打开相机，并且倒计时三秒自拍。,我想去附近的星巴克
赵薇的老公是谁？,鼻炎患者需要注意什么
11月是什么星座？,莲藕与什么食物相克
今天的空气质量如何？,开始刷机模式
和女朋友吵架的后果。,搜索便签
拨打电话给中国银行。,用微信给爸发两张照片
导航去公司。,赵丽颖的星座
纸是怎么发明的？,发QQ给老爸说天气不错哦
老鼠怎么叫？,吃柚子有什么好处
大象怎么叫？,今天是阴历几月几号
中国家庭微信群名。,北京外地车限行吗
明天几点日落？,锁屏
成都明天天气。,用后置摄像头录像
要把大象装冰箱总共分几部？,发朋友圈说我结婚啦
皮卡丘走路。,我想听摇滚歌曲
懒床一时爽。,北京限行限几环
宫保鸡丁需要什么食材？,熊猫基地几点开门
关闭淘宝。,怎么预防颈椎病
什么人不适合吃榛子？,小米六配置怎么样
我的风景图片。,打开ofo扫一扫
拨打建行电话。,帮我记一下
拨打10086。,如何自己在家炸油条
最近几天可以穿短裙吗？,香港有哪些必吃的美食
来一首立冬的诗。,今天温度怎么样
今天的PM2点五，如何？,打车去五道口
民生银行电话。,关闭热点
给妈妈转账一分钱。,无名之辈
查看微博榜单。,属龙的和属马的在一起好不好
打开微信。,中秋节是几月几号
用前置摄像头拍小视频。,双子座和什么星座最配
我要看电视剧。,查看妈妈的聊天记录
补维生素A，应该吃什么？,这是什么
马化腾的父亲是谁？,西藏著名的景点有哪些
用大众点评搜一下酒店。,看看600036股票当前的行情
核桃适宜的人群。,王羲之的儿子
小孩不听话，怎么办？,哈利波特系列
寒冰飘飘。,打开微信付款码
你站在这里，不要动，我去给你买个橘子。,播放睡前音乐
奇葩说第五季。,来段经典相声
这是什么花？,魂斗罗的声音
调低音量。,布达拉宫要门票吗
属猪的是哪一年生的？,打开微信扫一扫
狮子座有什么缺点？,我想看漫威电影
火影忍者。,郭德纲的综艺节目
陪我聊天。,吃什么可以安神
惊蛰是几月几号？,音量最大
马云多大了？,麦兜的声音
成都有什么好吃的？,我叫黑虎阿福你准备受死吧
松鼠怎么叫？,读一首古诗
我和天上的星星有什么区别呢？,虹膜炎传染吗
我要充话费。,最美的告白
打电话给妈妈。,用支付宝给爸转账一个亿
6月1日是工作日吗？,爱琴海购物中心在哪里
Ffm 974。,打开无线网络
毛泽东的毕业院校。,明天星期几
打开支付宝扫一扫。,池塘里有什么
射手座的守护神。,华府景园的物业费
小猪佩奇。,静音
工商银行是涨了还是跌了？,打败小猪佩奇的是谁
北京市华清嘉园的房价。,生肖鼠和生肖牛的缘分怎么样
工资一万元，税后是多少？,这是什么车
最近有什么节目？,苹果用英语怎么说
用前置摄像头录像。,我要听进击的段子
生肖猪的性格怎么样？,青莲居士是谁
处女座今天有桃花运吗？,义勇军进行曲的作者是谁
今天是几月几号？,十九大主题
查找便签。,关机
帮妈妈叫个快车从中关村去五彩城。,妈妈的爸爸叫什么
蜜桃姐姐讲故事。,调高音量
搜索复仇者联盟三的影评。,进入蜜蜂模式
取消。,关闭勿扰模式
做鱼香肉丝，有什么窍门？,苹果公司昨日的收盘情况
用QQ音乐播放告白气球。,姜文的电影
上网搜搜进京证怎么办？,发最近的三张照片到朋友圈说天气真好
赵丽颖的老公。,我想看奥斯卡获奖电影
