asr_result,correct_answer
上海市汤臣一品的房价。,最近几天可以洗车吗
打开QQ，找到张三。,取消预定
热门韩剧。,海淀区有哪些楼盘
讲个儿童故事。,北京今天限行吗
导航去五彩城。,关节痛是什么原因
导航去朝阳门附近的医院。,瞎子摸鱼
热门电影。,汽车发动的声音
达尔文的进化论讲的是什么？,大江大河
打开王俊凯的微博。,北京最近几天适合运动吗
开启全景拍照模式。,帮我记一下明天去上海出差
肠胃炎怎么办？,经济之声
狼来了，猜一个水果。,农历五月五号是哪天
打开微信扫一扫付款100元。,皮卡丘的声音
生肖猪，本月的运势如何？,330+46等于多少
现在工商银行的股价多少？,为什么总是头皮痒
今天会出太阳吗？,香港有什么必吃的美食
雪人兄弟，游戏的声音。,拍小视频
明天可以洗车吗？,一英镑等于多少美元
小猪佩奇自我介绍。,土拔鼠的声音
查一下纽约后天天气怎么样？,今天最高温度多少
播放王菲的歌。,上海市闵行区有哪些小区
帮妈妈叫个车，从五道口去西直门。,明天有雾霾吗
最近热吗？,过年时拍的照片
我想听张韶涵的歌。,识别文字
你不是人造革。,太阳系有哪些行星
今天几根几线型。,狮子座五大预言
易烊千玺的生日是哪天？,我有一个想法
给我来张美女图片。,腿痛的原因
单田芳的评书。,不同时期对成绩的看法
帮我打开微博本地新闻。,今天出门需要带伞吗
你几岁了？,既然你诚心诚意地发问了
播放蕊希电台。,降低屏幕亮度
6月1号是星期几？,距离春节还有多少天
金牛座和处女座的缘分怎么样？,怎么称呼爸爸的妹妹
播放米小圈上学记。,扁桃体炎怎么办
白羊座是几月份？,我想查看QQ好友的动态
赖床的好处。,查看QQ好友动态
关闭支付宝。,我要听鬼吹灯
属猪的和什么属相最配？,美国旅游攻略
讲个冷笑话。,儿歌茄子
你会唱歌吗？,说段北京话
生肖牛的特点。,天枰座本周的事业运势
90年出生属什么？,远洋山水的绿化率
上网搜一下王俊凯的照片。,猕猴桃有什么营养
我想去附近的星巴克。,打开相机并且倒计时三秒自拍
鼻炎患者需要注意什么？,赵薇的老公是谁
莲藕与什么食物相克？,11月是什么星座
开始刷机模式。,今天的空气质量如何
搜索便签。,和女朋友吵架的后果
用微信给爸发两张照片。,拨打电话给中国银行
赵丽颖的星座。,导航去公司
发QQ给老爸说天气不错哦。,纸是怎么发明的
吃柚子有什么好处？,老鼠怎么叫
今天是阴历几月几号？,大象怎么叫
北京外地车限行吗？,中国家庭微信群名
锁屏。,明天几点日落
用后置摄像头录像。,成都明天天气
发朋友圈说我结婚了。,要把大象装冰箱总共分几步
我想听摇滚歌曲。,皮卡丘走路
北京限行限几环？,懒床一时爽
熊猫基地几点开门？,宫保鸡丁需要什么食材
怎么预防颈椎病？,关闭淘宝
小米六配置怎么样？,什么人不适合吃榛子
打开ofo扫一扫。,我的风景照片
帮我寄一下。,拨打建行电话
如何自己在家炸油条？,拨打10086
香港有哪些必吃的美食？,最近几天可以穿短裙吗
今天温度怎么样？,来一首立冬的诗
打车去五道口。,今天的PM2.5如何
关闭热点。,民生银行电话
无名之辈。,给妈妈转账1分钱
属龙的和属马的在一起好不好？,查看微博榜单
中秋节是几月几号？,打开微信
双子座和什么星座最配？,用前置摄像头拍小视频
查看妈妈的聊天记录。,我要看电视剧
这是什么？,补维生素A应该吃什么
西藏著名的景点有哪些？,马化腾的父亲是谁
看看600036股票当前的行情。,用大众点评搜一下酒店
王羲之的儿子。,核桃适宜的人群
哈利波特系列。,小孩不听话怎么办
打开微信付款吗？,寒冰飘飘
播放睡前音乐。,你站在这里不要动我去给你买个橘子
来段经典相声。,奇葩说第五季
魂斗罗的声音。,这是什么花
布达拉宫要门票吗？,调低音量
打开微信扫一扫。,属猪的是哪一年生的
我想看漫威电影。,狮子座有什么缺点
郭德纲的综艺节目。,火影忍者
吃什么可以安神？,陪我聊天
音量最大。,惊蛰是几月几号
麦兜的声音。,马云多大了
我叫黑虎阿福，你准备受死吧！,成都有什么好吃的
读一首古诗。,松鼠怎么叫
虹膜炎传染吗？,我和天上的星星有什么区别呢
最美的告白。,我要充话费
用支付宝给爸转账一个亿。,带电话给妈妈
爱琴海购物中心在哪里？,六月一日是工作日吗
打开无线网络。,FM97.4
明天星期几？,毛泽东的毕业院校
池塘里有什么？,打开支付宝扫一扫
华府景园的物业费。,射手座的守护神
静音。,小猪佩奇
打扮小猪佩奇的是谁？,工商银行是涨了还是跌了
生肖鼠和生肖牛的缘分怎么样？,北京市华清嘉园的房价
这是什么车？,公子一万元税后是多少
苹果用英语怎么说？,最近有什么节日
我要听近期的段子。,用前置摄像头录像
青莲居士是谁？,生肖猪的性格怎么样
义勇军进行曲的作者是谁？,处女座今天有桃花运吗
19大主题。,今天是几月几号
关机。,查找便签
妈妈的爸爸叫什么？,帮妈妈叫个快车从中关村去五彩城
调高音量。,蜜桃姐姐讲故事
进入蜜蜂模式。,搜索复仇者联盟3的影评
关闭勿扰模式。,取消
苹果公司昨日的收盘情况。,做鱼香肉丝有什么窍门
姜文的电影。,用QQ音乐播放告白气球
发最近的三张照片到朋友圈说天气真好。,上网搜搜进京证怎么办
我想看奥斯卡获奖电影。,赵丽颖的老公
