asr_result,correct_answer
最近几天可以洗车吗？,最近几天可以洗车吗
取消预订。,取消预定
海天气。,海淀区有哪些楼盘
北京今天。,北京今天限行吗
关节痛是什么原因？,关节痛是什么原因
瞎子摸鱼。,瞎子摸鱼
汽车发动的声音。,汽车发动的声音
大江大河。,大江大河
北京最近今天上。,北京最近几天适合运动吗
帮我记一下，上海出差。,帮我记一下明天去上海出差
经济之声。,经济之声
农历5月5号是哪天？,农历五月五号是哪天
皮卡丘的声音。,皮卡丘的声音
330加46等于我傻。,330+46等于多少
为什么总是？,为什么总是头皮痒
香港有什么壁纸的美？,香港有什么必吃的美食
拍小视频。,拍小视频
英镑等于多少上美元？,一英镑等于多少美元
突破树的声音。,土拔鼠的声音
最高温度多少？,今天最高温度多少
上海市闵行区有哪些小区？,上海市闵行区有哪些小区
明天有雾霾吗？,明天有雾霾吗
过年失败的照片。,过年时拍的照片
识别文字。,识别文字
那些星星。,太阳系有哪些行星
狮子座五大预言。,狮子座五大预言
我有一个想法。,我有一个想法
腿痛的原因。,腿痛的原因
对成绩的看法。,不同时期对成绩的看法
今天出门需要带伞吗？,今天出门需要带伞吗
你诚心诚意的发问了。,既然你诚心诚意地发问了
降低屏幕亮度。,降低屏幕亮度
距离春节还有多少钱？,距离春节还有多少天
怎么称呼爸爸的妹妹？,怎么称呼爸爸的妹妹
扁桃体炎怎么办？,扁桃体炎怎么办
我想查看QQ好友的动态。,我想查看QQ好友的动态
查看QQ好友动态。,查看QQ好友动态
我要听鬼吹灯。,我要听鬼吹灯
美国旅游攻略。,美国旅游攻略
儿歌茄子。,儿歌茄子
说段北京话。,说段北京话
瓶座本周的事业是不是？,天枰座本周的事业运势
山水的旅。,远洋山水的绿化率
猕猴桃有什么营养？,猕猴桃有什么营养
打开相机，并且倒计时三。,打开相机并且倒计时三秒自拍
赵薇的老公是谁？,赵薇的老公是谁
这是什么性格？,11月是什么星座
今天的空气质量如何？,今天的空气质量如何
和女朋友吵架的后果。,和女朋友吵架的后果
拨打电话给中国银行。,拨打电话给中国银行
导航去公司。,导航去公司
这是怎么发明的？,纸是怎么发明的
老鼠怎么叫？,老鼠怎么叫
大象怎么叫？,大象怎么叫
中国家庭微信群名。,中国家庭微信群名
明天几点日落？,明天几点日落
成都明天天气。,成都明天天气
要把大奖。,要把大象装冰箱总共分几步
皮卡丘走路。,皮卡丘走路
赖床一时爽。,懒床一时爽
需要什么事？,宫保鸡丁需要什么食材
关闭淘宝。,关闭淘宝
什么事不说，适合吃橙子。,什么人不适合吃榛子
我的风景照片。,我的风景照片
拨打建行电话。,拨打建行电话
拨打10086。,拨打10086
可以穿短裙。,最近几天可以穿短裙吗
来一首李白的诗。,来一首立冬的诗
跳舞如何？,今天的PM2.5如何
民生银行电话。,民生银行电话
给妈妈转账一分钱。,给妈妈转账1分钱
查看微博榜单。,查看微博榜单
打开微信。,打开微信
用前置摄像头拍小视频。,用前置摄像头拍小视频
我要看电视剧。,我要看电视剧
补维生素A是什么？,补维生素A应该吃什么
家酒店。,马化腾的父亲是谁
核桃11的人群。,用大众点评搜一下酒店
不听话，怎么我不知道？,核桃适宜的人群
寒冰飘飘。,小孩不听话怎么办
你站在这里，不要动我那个橘子。,寒冰飘飘
鸡巴说第五季。,你站在这里不要动我去给你买个橘子
这是什么花？,奇葩说第五季
调低音量。,这是什么花
狮子座有什么缺点？,调低音量
火影忍者。,属猪的是哪一年生的
陪我聊天。,狮子座有什么缺点
或者是几月几号？,火影忍者
马云多大了？,陪我聊天
成都有什么好吃的？,惊蛰是几月几号
松鼠怎么叫？,马云多大了
天上的星星。,成都有什么好吃的
我要充话费。,松鼠怎么叫
6月1日是工作室。,我和天上的星星有什么区别呢
FM 974。,我要充话费
毛泽东的泌园笑。,带电话给妈妈
打开支付宝扫一扫。,六月一日是工作日吗
射手座的守护神。,FM97.4
小猪佩奇。,毛泽东的毕业院校
工商银行是涨了还是跌了？,打开支付宝扫一扫
家园的房间。,射手座的守护神
工资一万元，税后是多少？,小猪佩奇
最近有什么节日？,工商银行是涨了还是跌了
用前置摄像头录像。,北京市华清嘉园的房价
生肖猪的性格怎么样？,公子一万元税后是多少
处女座的，要化学吗？,最近有什么节日
今天是几月几号？,用前置摄像头录像
查找并且。,生肖猪的性格怎么样
帮妈妈叫个快车从义乌彩城。,处女座今天有桃花运吗
蜜桃姐姐讲故事。,今天是几月几号
复仇者联盟三的影评。,查找便签
取消。,帮妈妈叫个快车从中关村去五彩城
鱼香肉丝有什么窍门？,蜜桃姐姐讲故事
用QQ音播放器足球。,搜索复仇者联盟3的影评
上网搜索行政怎么办？,取消
赵丽颖的老公。,做鱼香肉丝有什么窍门
,用QQ音乐播放告白气球
,上网搜搜进京证怎么办
,赵丽颖的老公
