asr_result,correct_answer
打开编辑。,打开便签
打开编辑。,属蛇的本月的事业运势
属蛇的本月的事业运势。,八达岭长城票贵吗
属蛇的本月的事业运势。,摇个硬币
八达岭长城票贵吗？,双鱼座今日的幸运数字
八达岭长城票贵吗？,唐人街探案是谁演的
么个硬币？,我要自拍
么个硬币？,27岁是属什么的
双鱼座今日的幸运数字。,下载王者荣耀
双鱼座今日的幸运数字。,搜搜文档丢了怎么办
唐人街探案是谁演的？,我想知道属狗的今年的财运怎么样
唐人街探案是谁演的？,一吨等于多少千克
我要自拍。,打开相机设置
我要自拍。,调高屏幕亮度
还是七岁是属什么的？,用大众点评看一下我附近的美食
还是七岁是属什么的？,最近上映的电影
下载王者荣耀。,广东的美食推荐
下载王者荣耀。,我想看上周拍的照片
搜索文档丢了怎么办？,打开wifi
搜索文档丢了怎么办？,识别邮箱地址
我想知道属狗的，今年的财运怎么样？,病毒性感冒的传播途径
我想知道属狗的，今年的财运怎么样？,海口今天可以穿什么衣服
1吨等于多少千克？,搞笑的动态图
1吨等于多少千克？,我想从中关村去天安门
打开相机设置。,我要看海绵宝宝
打开相机设置。,我要骑摩拜单车
调高屏幕亮度。,找壁纸
调高屏幕亮度。,我想看小狗的图片
用大众点评看一下我附近的美食。,养胃的食材
用大众点评看一下我附近的美食。,搜索复仇者联盟的预告片
最近上映的电影。,打开勿扰模式
最近上映的电影。,我要问诊
广东的美食推荐。,美好的一天用法语怎么说
广东的美食推荐。,打开虚空引擎
我想看上周末的照片。,孟子的国籍
我想看上周末的照片。,我现在在哪里
打开WIFI。,伦敦现在几点了
打开WIFI。,电视剧知否知否
识别邮箱地址。,一美元等于多少人民币
识别邮箱地址。,搜搜胃一直疼怎么办
病毒性感冒的传播途径。,关于天枰座的神预测
病毒性感冒的传播途径。,打开支付宝付钱
海口今天可以穿什么衣服？,吃什么可以降火
海口今天可以穿什么衣服？,男生不和女生吵架的真实原因
搞笑的动态图。,消灭奥特曼的计划
搞笑的动态图。,给15201010101充100元话费
我想从中关村去天安门。,来电音乐
我想从中关村去天安门。,打开ofo扫一扫
我要看海绵宝宝。,你和我的倾城时光
我要看海绵宝宝。,几点了
我要骑摩拜单车。,你的妈妈是谁
我要骑摩拜单车。,吐槽大会第三季
找壁纸。,用嘀嘀打车去公司
找壁纸。,早起的好处
我想看小狗的图片。,用后置摄像头拍小视频
我想看小狗的图片。,骑车导航去东直门
一味的实在。,调节音量到50
一味的实在。,为你明灯三千
搜索复仇者联盟的预告片。,蜡笔小新
搜索复仇者联盟的预告片。,明天的紫外线强吗
打开勿扰模式。,昨天限行尾号
打开勿扰模式。,播放跑车的声音
我要纹这个。,有哪些关于天蝎座的神预测
我要纹这个。,双子座的性格怎么样
美好的一天用法语怎么说？,流感怎么预防
美好的一天用法语怎么说？,有风油精的表情包吗
打开虚空引擎。,姚明有多高
打开虚空引擎。,打电话给中国联通
孟子的国旗。,故宫的价格门票
孟子的国旗。,打开人像拍照模式
我现在在哪里？,听歌
我现在在哪里？,你好小爱
伦敦现在几点了？,我要听东北话
伦敦现在几点了？,截屏照片
电视剧之父之父。,打开微信小程序跳一跳
电视剧之父之父。,红烧肉怎么做
一美元等于多少人民币？,识别其中的电话
一美元等于多少人民币？,净坛使者是谁
搜索飞一直疼怎么办？,开启录像模式
搜索飞一直疼怎么办？,用美团定个十点半的餐位
关于天秤座的神预测。,最近空气质量如何
关于天秤座的神预测。,看小猪佩奇
大概支付宝付钱。,迪丽热巴的微博
大概支付宝付钱。,我的便签
吃什么可以降火？,早上好怎么翻译
吃什么可以降火？,呼叫顺丰快递
男生不和女生吵架的真实原因。,导航去最近的加油站
男生不和女生吵架的真实原因。,吃鸡教会了我们什么
消灭奥特曼的计划。,来段广东话
消灭奥特曼的计划。,我想看蒙面唱将猜猜猜
给15201010101充100元话费。,继续播放
给15201010101充100元话费。,天兆家园的开发商
来点音乐。,冰雪大世界的营业时间
来点音乐。,农业银行目前的行情
打开ofo扫一扫。,天蝎座今天的运势如何
打开ofo扫一扫。,牙齿发酸怎么办
你和我的倾城时光。,根号3加根号2等于多少
你和我的倾城时光。,我想给小李发QQ信息说天气真好
几点了？,播放一首唐诗
几点了？,打开淘宝天猫超市
你的妈妈是谁？,熊爸爸的十万个为什么
你的妈妈是谁？,打开支付宝查看转账记录
吐槽大会第三季。,水瓶座的优点有哪些
吐槽大会第三季。,聊天
用滴滴打车去公司。,打开京东发现
用滴滴打车去公司。,查看微博本地新闻
早起的好处。,锄禾日当午的下一句是什么
早起的好处。,韭菜适合与什么一起吃
用后置摄像头拍小视频。,打开热点
用后置摄像头拍小视频。,最近有风吗
汽车导航去东直门。,吃什么可以补钙
汽车导航去东直门。,我要看彭于晏的图片
调进音量的50。,一米等于多少厘米
调进音量的50。,微信查找妈妈
为你明灯3000。,端午节为什么要吃粽子
为你明灯3000。,北冥有哈
蜡笔小新。,播放电钻声音
蜡笔小新。,明天几点日出
明天的紫外线强吗？,我想听民谣
明天的紫外线强吗？,
昨天心情不好。,
昨天心情不好。,
播放跑车的声音。,
播放跑车的声音。,
有哪些关于天蝎座的神预测？,
有哪些关于天蝎座的神预测？,
双子座的性格怎么样？,
双子座的性格怎么样？,
流感怎么预测？,
流感怎么预测？,
有风油精的表情包吗？,
有风油精的表情包吗？,
姚明有多高？,
姚明有多高？,
打电话给中国联通。,
打电话给中国联通。,
故宫的价格门票。,
故宫的价格门票。,
打开人像拍照模式。,
打开人像拍照模式。,
听歌。,
听歌。,
你好小爱。,
你好小爱。,
我要听东北话。,
我要听东北话。,
截屏照片。,
截屏照片。,
打开微信小程序跳一跳。,
打开微信小程序跳一跳。,
红烧肉怎么做？,
红烧肉怎么做？,
识别其中的电话。,
识别其中的电话。,
清代使者是谁？,
清代使者是谁？,
开启录像模式。,
开启录像模式。,
用美团定个十点半的单位。,
用美团定个十点半的单位。,
最近空气质量如何？,
最近空气质量如何？,
看小猪佩奇。,
看小猪佩奇。,
迪丽热巴的微博。,
迪丽热巴的微博。,
我的便签。,
我的便签。,
早上好，怎么翻译？,
早上好，怎么翻译？,
呼叫顺丰快递。,
呼叫顺丰快递。,
导航去最近的加油站。,
导航去最近的加油站。,
吃鸡教会了我们什么？,
吃鸡教会了我们什么？,
来段广东话。,
来段广东话。,
我想看蒙面长江踩踩踩。,
我想看蒙面长江踩踩踩。,
继续播放。,
继续播放。,
田州家园的开发商。,
田州家园的开发商。,
冰雪大世界的营业时间。,
冰雪大世界的营业时间。,
农业银行目前的行情。,
农业银行目前的行情。,
天蝎座今天的运势如何？,
天蝎座今天的运势如何？,
牙齿发酸怎么办？,
牙齿发酸怎么办？,
根号三加根号二等于多少？,
根号三加根号二等于多少？,
我想给小李发QQ信息，说天气真好。,
我想给小李发QQ信息，说天气真好。,
播放一首唐诗。,
播放一首唐诗。,
打开淘宝，天猫超市。,
打开淘宝，天猫超市。,
熊爸爸的十万个为什么？,
熊爸爸的十万个为什么？,
打开支付宝，查看转账记录。,
打开支付宝，查看转账记录。,
水瓶座的优点有哪些？,
水瓶座的优点有哪些？,
聊天。,
聊天。,
大概京东发现。,
大概京东发现。,
查看微博本地新闻。,
查看微博本地新闻。,
锄禾日当午的下一句是什么？,
锄禾日当午的下一句是什么？,
韭菜适合与什么一起吃啊？,
韭菜适合与什么一起吃啊？,
打开热点。,
打开热点。,
最近有风吗？,
最近有风吗？,
吃什么可以补钙？,
吃什么可以补钙？,
我要看彭于晏的图片。,
我要看彭于晏的图片。,
1米等于多少厘米？,
1米等于多少厘米？,
微信查找妈妈。,
微信查找妈妈。,
端午节为什么要吃粽子？,
端午节为什么要吃粽子？,
没没有哈。,
没没有哈。,
播放电钻声音。,
播放电钻声音。,
明天几点日出？,
明天几点日出？,
听民谣。,
听民谣。,
