asr_result,correct_answer
打开便签。,上海市汤臣一品的房价
属蛇的本月的事业运势。,打开QQ找到张三
八达岭长城票贵吗？,热门韩剧
摇个硬币。,讲个儿童故事
双鱼座今日的幸运数字。,导航去五彩城
唐人街探案是谁演的？,导航去朝阳门附近的医院
我要自拍。,热门电影
27岁是属什么的？,达尔文的进化论讲的是什么
下载王者荣耀。,打开王俊凯的微博
搜搜文档丢了，怎么办？,开启全景拍照模式
我想知道属狗的，今年的财运怎么样？,肠胃炎怎么办
1吨等于多少千克？,狼来了猜一个水果
打开相机设置。,打开微信扫一扫付款100元
调高屏幕亮度。,生肖猪本月的运势如何
用大众点评看一下我附近的美食。,现在工商银行的股价多少
最近上映的电影。,今天会出太阳吗
广东的美食推荐。,雪人兄弟游戏的声音
我想看上周拍的照片。,明天可以洗车吗
打开WIFI。,小猪佩奇自我介绍
识别邮箱地址。,查一下纽约后天天气怎么样
病毒性感冒的传播途径。,播放王菲的歌
海口今天可以穿什么衣服？,帮妈妈叫个车从五道口去西直门
搞笑的动态图。,最近热吗
我想从中关村去天安门。,我想听张韶涵的歌
我要看海绵宝宝。,你不是人造革
我要骑摩拜单车。,今天几跟几限行
找壁纸。,易烊千玺的生日是哪天
我想看小狗的图片。,给我来张美女图片
养胃的食材。,单田芳的评书
搜索复仇者联盟的预告片。,帮我打开微博本地新闻
打开勿扰模式。,你几岁了
我要问诊。,播放蕊希电台
美好的一天用法语怎么说？,六月一号是星期几
打开虚空引擎。,金牛座和处女座的缘分怎么样
孟子的国籍。,播放米小圈上学记
我现在在哪里？,白羊座是几月份
伦敦现在几点了？,赖床的好处
电视剧知否知否。,关闭支付宝
一美元等于多少人民币？,属猪的和什么属相最配
搜搜胃一直疼，怎么办？,讲个冷笑话
关于天秤座的神预测。,你会唱歌吗
打开支付宝付钱。,生肖牛的特点
吃什么可以降火？,九零年出生属什么
男生不和女生吵架的真实原因。,上网搜一下王俊凯的照片
小米奥特曼的计划。,我想去附近的星巴克
给15201010101充100元话费。,鼻炎患者需要注意什么
来电音乐。,莲藕与什么食物相克
打开ofo扫一扫。,开始刷机模式
你和我的倾城时光。,搜索便签
几点了？,用微信给爸发两张照片
你的妈妈是谁？,赵丽颖的星座
吐槽大会第三季。,发QQ给老爸说天气不错哦
用滴滴打车去公司。,吃柚子有什么好处
早起的好处。,今天是阴历几月几号
用后置摄像头拍小视频。,北京外地车限行吗
汽车导航去东直门。,锁屏
调节音量到50。,用后置摄像头录像
为你明灯3000。,发朋友圈说我结婚啦
蜡笔小新。,我想听摇滚歌曲
明天的紫外线强吗？,北京限行限几环
昨天限行尾号。,熊猫基地几点开门
播放跑车的声音。,怎么预防颈椎病
有哪些关于天蝎座的神预测？,小米六配置怎么样
双子座的性格怎么样？,打开ofo扫一扫
流感怎么预防？,帮我记一下
有风油精的表情包吗？,如何自己在家炸油条
姚明有多高？,香港有哪些必吃的美食
打电话给中国联通。,今天温度怎么样
故宫的价格门票。,打车去五道口
打开人像拍照模式。,关闭热点
听歌。,无名之辈
你好小艾。,属龙的和属马的在一起好不好
我要听东北话。,中秋节是几月几号
截屏照片。,双子座和什么星座最配
打开微信小程序跳一跳。,查看妈妈的聊天记录
红烧肉怎么做？,这是什么
识别其中的电话。,西藏著名的景点有哪些
净坛使者是谁？,看看600036股票当前的行情
开启录像模式。,王羲之的儿子
用美团定个十点半的餐位。,哈利波特系列
最近空气质量如何？,打开微信付款码
看小猪佩奇。,播放睡前音乐
迪丽热巴的微博。,来段经典相声
我的便签。,魂斗罗的声音
早上好，怎么翻译？,布达拉宫要门票吗
呼叫顺丰快递。,打开微信扫一扫
导航去最近的加油站。,我想看漫威电影
吃鸡教会了我们什么？,郭德纲的综艺节目
来段广东话。,吃什么可以安神
我想看蒙面唱将猜猜猜。,音量最大
继续播放。,麦兜的声音
天兆家园的开发商。,我叫黑虎阿福你准备受死吧
冰雪大世界的营业时间。,读一首古诗
农业银行目前的行情。,虹膜炎传染吗
天蝎座今天的运势如何？,最美的告白
牙齿发酸怎么办？,用支付宝给爸转账一个亿
根号三加根号二等于多少？,爱琴海购物中心在哪里
我想给小李发QQ信息，说天气真好。,打开无线网络
播放一首唐诗。,明天星期几
打开淘宝，天猫超市。,池塘里有什么
熊爸爸的十万个为什么？,华府景园的物业费
打开支付宝，查看转账记录。,静音
水瓶座的优点有哪些？,打败小猪佩奇的是谁
聊天。,生肖鼠和生肖牛的缘分怎么样
打开京东发现。,这是什么车
查看微博本地新闻。,苹果用英语怎么说
锄禾日当午的下一句是什么？,我要听进击的段子
韭菜适合与什么一起吃？,青莲居士是谁
打开热点。,义勇军进行曲的作者是谁
最近有风吗？,十九大主题
吃什么可以补钙？,关机
我要看彭于晏的图片。,妈妈的爸爸叫什么
1米等于多少厘米？,调高音量
微信查找妈妈。,进入蜜蜂模式
端午节为什么要吃粽子？,关闭勿扰模式
北冥有哈。,苹果公司昨日的收盘情况
播放电钻声音。,姜文的电影
明天几点日出？,发最近的三张照片到朋友圈说天气真好
我想听民谣。,我想看奥斯卡获奖电影
