asr_result,correct_answer
打开便签。,安装微信
属蛇的本月的事业运势。,最近需要防晒吗
八达岭长城票贵吗？,中国挖掘机技术哪家强
摇个硬币。,导航去附近的药店
双鱼座今日的幸运数字。,我要看复联3
唐人街探案是谁演的？,今天沪市大盘的走势如何
我要自拍。,打开相机
27岁是属什么的？,二月二十八号到四月五号有多少天
下载王者荣耀。,杭州市绿城兰园的地址
搜搜文档丢了，怎么办？,用微信给爸打语音电话
我想知道属狗的，今年的财运怎么样？,我想预约订座
1吨等于多少千克？,我要听小说
打开相机设置。,欢乐喜剧人
调高屏幕亮度。,播放我的本地音乐
用大众点评看一下我附近的美食。,我想看猫咪的动图
最近上映的电影。,生肖鸡今年多少岁
广东的美食推荐。,明天适合钓鱼吗
我想看上周拍的照片。,6月27号是什么星座
打开WIFI。,北京有什么好玩的
识别邮箱地址。,我要吃吃吃
病毒性感冒的传播途径。,稻城亚丁
海口今天可以穿什么衣服？,打开支付宝搜索校园卡
搞笑的动态图。,今天农业银行涨了吗
我想从中关村去天安门。,给我找小猪佩奇的表情包
我想看海绵宝宝。,战神金刚变身
我要骑摩拜单车。,随便来首歌
找壁纸。,导航回家
我想看小狗的图片。,小爱我想你了
养胃的食材。,播放权力的游戏
搜索复仇者联盟的预告片。,邪不压正
打开勿扰卧室。,乌龟可以带上地铁吗
我要问诊。,1983年出生的人属什么
美好的一天用法语怎么说？,打车回家
打开虚空引擎。,十块钱能干什么
孟子的国籍。,给张三打个电话
我现在在哪里？,播放薛之谦的歌
伦敦现在几点了？,杨幂的微博
电视剧知否知否。,你吃饭了吗
一美元等于多少人民币？,三亚旅游攻略
搜搜为一直疼怎么办？,无限火球法
关于天秤座的神预测。,计算机之父是谁
打开支付宝付钱。,看看蔡徐坤的微博
吃什么可以降火？,海口明天下雨吗
男生不和女生吵架的真实原因。,中秋节怎么放假
消灭奥特曼的计划。,人类的四大本质是什么
给15201010101充100元话费。,广州最近几天紫外线强吗
来电音乐。,冰雹的声音
打开ofo扫一扫。,退出滴滴出行
你和我的倾城时光。,给妈打个视频电话
几点了？,关于处女座的预言
你的妈妈是谁？,彭丽媛的丈夫
吐槽大会第三季。,属龙的性格如何
用滴滴打车去公司。,最近有什么赵丽颖的电视剧
早起的好处。,我想知道白羊座今年的财运怎么样
用后置摄像头拍小视频。,有什么好看的综艺
骑车导航去东直门。,治疗高血压方面的专家
调节音量到50。,打开摩拜扫一扫
为你明灯3000。,旺仔QQ糖的声音
蜡笔小新。,打开小米商城
明天的紫外线强吗？,骑车回家
昨天限行尾号。,明天天气情况
播放跑车的声音。,给18811700059充话费
有哪些关于天蝎座的神预测？,打卡支付宝
双子座的性格怎么样？,播放周星驰的喜剧
流感怎么预防？,呼叫爸
有风油精的表情包吗？,电影无双
姚明有多高？,今天工商银行的行情
打电话给中国联通。,我有一个想法以后晚上都喝粥
故宫的价格门票。,今天适合跑步吗
打开人像拍照模式。,小猪佩奇的声音
听歌。,我要听笑话
你好小艾。,北京朝阳有哪些小区
我要听东北话。,关闭摩拜
截屏拍照。,搜索一下王源的近况
打开微信小程序跳一跳。,给爸发1分钱红包
红烧肉怎么做？,射手座的星座关系
识别其中的电话。,打开酷狗音乐播放本地歌曲
净云使者是谁？,大黑牛指的是谁
开启录像模式。,用支付宝付20元钱
用美团定个十点半的餐位。,为什么不跟女生吵架
最近空气质量如何？,给爸发微信说我没钱了
看小猪佩奇。,用嘀嘀打车回家
迪丽热巴的微博。,本周日限行吗
我的便签。,现在去西直门赌不赌
早上好，怎么翻译？,换一个
呼叫顺丰快递。,查看QQ动态
导航去最近的加油站。,起床前的心理活动
吃鸡教会了我们什么？,火影忍者全集
来段广东话。,属猪的今年多大了
我想看蒙面唱将猜猜猜。,人被逼急了什么事都做的出来吗
继续播放。,打开支付宝付20块钱
天兆家园的开发商。,今天大盘走势如何
冰雪大世界的营业时间。,你长什么样子
农业银行目前的行情。,打开微信收款码
天蝎座今天的运势如何？,打开清仓模式
牙齿发酸怎么办？,打开慢动作录像
根号三加根号二等于多少？,用美团定个6月3日的餐位
我想给小李发QQ信息，说天气真好。,识别链接
播放一首唐诗。,步行导航去附近的超市
打开淘宝，天猫超市。,打开手电筒
熊爸爸的十万个为什么？,动漫壁纸
打开支付宝，查看转账记录。,金牛座的幸运色
水瓶座的优点有哪些？,你会做什么
聊天。,2的10次方等于多少
打开京东发现。,故宫的营业时间
查看微博本地新闻。,查找计划的便签
锄禾日当午的下一句是什么？,卢浮宫
韭菜适合与什么一起吃？,天道有轮回
打开热点。,用怕怕报警
最近有风吗？,一小时等于多少分钟
吃什么可以补钙？,重启
我要看彭于晏的图片。,来段四川话
1米等于多少厘米？,生肖兔这个月有桃花运吗
微信查找妈妈。,查看李四的QQ消息
端午节为什么要吃粽子？,使命召唤OL
北冥有哈。,暂停播放
播放电钻声音。,河流的声音
明天几点日出？,说一个让你烦恼的事
我想听民谣。,拍快动作视频
