asr_result,correct_answer
最近需要防晒吗？,打开便签
中国挖掘机技术哪家强？,属蛇的本月的事业运势
导航去附近的药店。,八达岭长城票贵吗
我要看复联三。,摇个硬币
今天沪市大盘的走向如何？,双鱼座今日的幸运数字
打开相机。,唐人街探案是谁演的
2月28号到4月5号有多少天？,我要自拍
杭州市绿城南园的地址。,27岁是属什么的
用微信给爸打语音电话。,下载王者荣耀
我想预约订座。,搜搜文档丢了怎么办
我要听小说。,我想知道属狗的今年的财运怎么样
欢乐喜剧人。,一吨等于多少千克
播放我的本地音乐。,打开相机设置
我想看猫咪的动图。,调高屏幕亮度
明天适合钓鱼吗？,用大众点评看一下我附近的美食
6月27号是什么星座？,最近上映的电影
北京有什么好玩的？,广东的美食推荐
我要吃吃吃。,我想看上周拍的照片
稻城亚丁。,打开wifi
打开支付宝搜索校园卡。,识别邮箱地址
今天农业银行涨了吗？,病毒性感冒的传播途径
给我找小猪佩奇的表情包。,海口今天可以穿什么衣服
战神金刚变身。,搞笑的动态图
随便来首歌。,我想从中关村去天安门
导航回家。,我要看海绵宝宝
小艾，我想你了。,我要骑摩拜单车
播放权力的游戏。,找壁纸
邪不压正。,我想看小狗的图片
乌龟可以带上地铁吗？,养胃的食材
1983年出生的人属什么？,搜索复仇者联盟的预告片
打车回家。,打开勿扰模式
十块钱能干什么？,我要问诊
给张三打个电话。,美好的一天用法语怎么说
播放薛之谦的歌。,打开虚空引擎
杨幂的微博。,孟子的国籍
你吃饭了吗？,我现在在哪里
三亚旅游攻略。,伦敦现在几点了
无限火球法。,电视剧知否知否
计算机之父是谁？,一美元等于多少人民币
看看蔡徐坤的微博。,搜搜胃一直疼怎么办
海口，明天下雨吗？,关于天枰座的神预测
中秋节怎么放假？,打开支付宝付钱
人类的四大本质是什么？,吃什么可以降火
广州最近几天紫外线强吗？,男生不和女生吵架的真实原因
冰雹的声音。,消灭奥特曼的计划
退出滴滴出行。,给15201010101充100元话费
给妈打个视频电话。,来电音乐
关于处女座的预言。,打开ofo扫一扫
彭丽媛的丈夫。,你和我的倾城时光
属龙的性格如何？,几点了
最近有什么赵丽颖的电视剧？,你的妈妈是谁
我想知道白羊座今年的财运怎么样？,吐槽大会第三季
有什么好看的综艺？,用嘀嘀打车去公司
治疗高血压方面的专家。,早起的好处
打开摩拜扫一扫。,用后置摄像头拍小视频
旺仔QQ糖的声音。,骑车导航去东直门
打开小米商城。,调节音量到50
骑车回家。,为你明灯三千
明天天气情况。,蜡笔小新
给18811700059充话费。,明天的紫外线强吗
打卡支付宝。,昨天限行尾号
播放周星驰的喜剧。,播放跑车的声音
呼叫爸。,有哪些关于天蝎座的神预测
电影无双。,双子座的性格怎么样
今天工商银行的行情。,流感怎么预防
我有一个想法，以后晚上都喝粥。,有风油精的表情包吗
今天适合跑步吗？,姚明有多高
小猪佩奇的声音。,打电话给中国联通
我要听笑话。,故宫的价格门票
北京朝阳有哪些小区？,打开人像拍照模式
关闭摩拜。,听歌
搜索一下王源的近况。,你好小爱
给爸发一分钱红包。,我要听东北话
射手座的星座关系。,截屏照片
打开酷狗音乐播放本地歌曲。,打开微信小程序跳一跳
大黑牛指的是谁？,红烧肉怎么做
用支付宝付20元钱。,识别其中的电话
为什么不跟女生吵架？,净坛使者是谁
给爸发微信说我没钱了。,开启录像模式
用滴滴打车回家。,用美团定个十点半的餐位
本周日限行吗？,最近空气质量如何
现在去西直门，堵不堵？,看小猪佩奇
换一个。,迪丽热巴的微博
查看QQ动态。,我的便签
起床前的心理活动。,早上好怎么翻译
火影忍者全集。,呼叫顺丰快递
属猪的今年多大了？,导航去最近的加油站
人被逼急了，什么事都做得出来吗？,吃鸡教会了我们什么
打开支付宝付20块钱。,来段广东话
今天大盘走势如何？,我想看蒙面唱将猜猜猜
你长什么样子？,继续播放
打开微信收款码。,天兆家园的开发商
打开清仓模式。,冰雪大世界的营业时间
打开慢动作录像。,农业银行目前的行情
用美团订个6月3日的餐位。,天蝎座今天的运势如何
识别链接。,牙齿发酸怎么办
步行导航去附近的超市。,根号3加根号2等于多少
打开手电筒。,我想给小李发QQ信息说天气真好
动漫壁纸。,播放一首唐诗
金牛座的幸运色。,打开淘宝天猫超市
你会做什么？,熊爸爸的十万个为什么
二的十次方等于多少？,打开支付宝查看转账记录
故宫的营业时间。,水瓶座的优点有哪些
查找计划的变迁。,聊天
卢浮宫。,打开京东发现
天道有轮回。,查看微博本地新闻
用怕怕抱紧。,锄禾日当午的下一句是什么
1小时等于多少分钟？,韭菜适合与什么一起吃
重启。,打开热点
来段四川话。,最近有风吗
生肖兔这个月有桃花运吗？,吃什么可以补钙
查看李四的QQ消息。,我要看彭于晏的图片
使命召唤online。,一米等于多少厘米
暂停播放。,微信查找妈妈
河流的声音。,端午节为什么要吃粽子
说一个让你烦恼的事。,北冥有哈
安装微信。,播放电钻声音
生肖鸡今年多少岁？,明天几点日出
拍快动作视频。,我想听民谣
