asr_result,correct_answer
上海市汤臣一品的房价。,上海市汤臣一品的房价
打开QQ，找到张三。,打开QQ找到张三
热门安全。,热门韩剧
讲个儿童故事。,讲个儿童故事
导航去五彩城。,导航去五彩城
导航去朝阳门附近的医院。,导航去朝阳门附近的医院
热门电影。,热门电影
达尔文的进化论讲的是什么？,达尔文的进化论讲的是什么
大概王俊凯的微博。,打开王俊凯的微博
开启全景拍照模式。,开启全景拍照模式
肠胃炎怎么办？,肠胃炎怎么办
狼来了，猜一个水果。,狼来了猜一个水果
打开微信扫一扫付款100元。,打开微信扫一扫付款100元
生肖猪，本月的运势如何？,生肖猪本月的运势如何
现在工商银行的股价多少？,现在工商银行的股价多少
今天会出太阳吗？,今天会出太阳吗
雪人兄弟，游戏的声音。,雪人兄弟游戏的声音
明天可以洗车吗？,明天可以洗车吗
小猪佩奇的自我介绍。,小猪佩奇自我介绍
查一下，宁愿后天天气怎么样？,查一下纽约后天天气怎么样
播放王菲的歌。,播放王菲的歌
帮妈妈叫个车，从五道口去西直门。,帮妈妈叫个车从五道口去西直门
最近热吗？,最近热吗
我想听张韶涵的歌。,我想听张韶涵的歌
你不是人造革。,你不是人造革
今天去赶集现象。,今天几跟几限行
易烊千玺的生日是哪天？,易烊千玺的生日是哪天
给我来张美女图片。,给我来张美女图片
单田芳的评书。,单田芳的评书
帮我打开微博本地新闻。,帮我打开微博本地新闻
你几岁了？,你几岁了
播放睿希的电台。,播放蕊希电台
6月1号是星期几？,六月一号是星期几
金牛座和处女座的缘分怎么样？,金牛座和处女座的缘分怎么样
播放米小圈上学记。,播放米小圈上学记
白羊座是几月份？,白羊座是几月份
赖床的好处。,赖床的好处
关闭支付宝。,关闭支付宝
手镯的和什么属相最配？,属猪的和什么属相最配
讲个冷笑话。,讲个冷笑话
你会唱歌吗？,你会唱歌吗
生肖牛的特点。,生肖牛的特点
90年出生属什么？,九零年出生属什么
上网搜一下王俊凯的照片。,上网搜一下王俊凯的照片
我想去附近的星巴克。,我想去附近的星巴克
鼻炎患者需要注意什么？,鼻炎患者需要注意什么
莲藕雨什么时候下克？,莲藕与什么食物相克
开始刷机模式。,开始刷机模式
搜索便签。,搜索便签
用微信给你发两张照片。,用微信给爸发两张照片
赵丽颖的星座。,赵丽颖的星座
发QQ给老爸说，天气不错。,发QQ给老爸说天气不错哦
吃柚子有什么好处？,吃柚子有什么好处
今天是阴历几月几号？,今天是阴历几月几号
北京外地车限行吗？,北京外地车限行吗
锁屏。,锁屏
永恒之摄像头录像。,用后置摄像头录像
发朋友圈说我结婚了。,发朋友圈说我结婚啦
我想听摇滚歌曲。,我想听摇滚歌曲
北京限行计划。,北京限行限几环
熊猫基地几点开门？,熊猫基地几点开门
怎么预防颈椎病？,怎么预防颈椎病
小米六配置怎么样？,小米六配置怎么样
大概ofo扫一扫。,打开ofo扫一扫
帮我记一下。,帮我记一下
如何自己在家炸油条？,如何自己在家炸油条
香港有哪些必吃的美食？,香港有哪些必吃的美食
今天温度怎么样？,今天温度怎么样
打车去舞蹈课。,打车去五道口
关闭热点。,关闭热点
无名之辈。,无名之辈
属龙的和属马的在一起好不好？,属龙的和属马的在一起好不好
中秋节是几月几号？,中秋节是几月几号
双子座和什么星座最配？,双子座和什么星座最配
查看妈妈的聊天记录。,查看妈妈的聊天记录
这是什么？,这是什么
西藏著名的景点有哪些？,西藏著名的景点有哪些
看看600，三六股票当前的行情。,看看600036股票当前的行情
王羲之的儿子。,王羲之的儿子
哈利波特系列。,哈利波特系列
打开微信付款码。,打开微信付款码
播放睡前音乐。,播放睡前音乐
来段经典相声。,来段经典相声
魂斗罗的声音。,魂斗罗的声音
布达拉宫要门票吗？,布达拉宫要门票吗
打开微信扫一扫。,打开微信扫一扫
我想看漫威电影。,我想看漫威电影
郭德纲的综艺节目。,郭德纲的综艺节目
吃什么可以安神？,吃什么可以安神
音量最大。,音量最大
麦兜的声音。,麦兜的声音
我叫黑虎阿福，你准备受死吧！,我叫黑虎阿福你准备受死吧
读一首古诗。,读一首古诗
虹膜炎传染吗？,虹膜炎传染吗
最美的告白。,最美的告白
用支付宝给他转账一个亿。,用支付宝给爸转账一个亿
爱琴海购物中心在哪里？,爱琴海购物中心在哪里
打开无线网络。,打开无线网络
明天星期几？,明天星期几
池塘里有什么？,池塘里有什么
华府景苑的物业费。,华府景园的物业费
静音。,静音
大牌小猪佩奇的是谁？,打败小猪佩奇的是谁
等小叔和盛小妞的缘分怎么样？,生肖鼠和生肖牛的缘分怎么样
这是什么车？,这是什么车
苹果用英语怎么说啊？,苹果用英语怎么说
我要听紧急的段子。,我要听进击的段子
青莲居士是。,青莲居士是谁
义勇军进行曲的作者是谁？,义勇军进行曲的作者是谁
19大主题。,十九大主题
关机。,关机
妈妈的爸爸叫什么？,妈妈的爸爸叫什么
调高音量。,调高音量
接受蜜蜂模式。,进入蜜蜂模式
关闭勿扰模式。,关闭勿扰模式
苹果公司昨日的收盘情况。,苹果公司昨日的收盘情况
姜文的电影。,姜文的电影
她最近的三张照片到朋友圈说，天气真好。,发最近的三张照片到朋友圈说天气真好
我想看奥斯卡获奖电影。,我想看奥斯卡获奖电影
