asr_result,correct_answer
打开便签。,打开便签
属蛇的本月的事业运势。,属蛇的本月的事业运势
八达岭长城票贵吗？,八达岭长城票贵吗
有个硬币。,摇个硬币
双鱼座今日的幸运数字。,双鱼座今日的幸运数字
唐人街探案是谁演的？,唐人街探案是谁演的
我要自拍。,我要自拍
27岁是属什么的？,27岁是属什么的
下载王者荣耀。,下载王者荣耀
搜索文档丢了怎么办？,搜搜文档丢了怎么办
我想知道属狗的，今年的财运怎么样？,我想知道属狗的今年的财运怎么样
1吨等于多少千克？,一吨等于多少千克
打开相机设置。,打开相机设置
调高屏幕亮度。,调高屏幕亮度
用大众点评看下我附近的美食。,用大众点评看一下我附近的美食
最近上映的电影。,最近上映的电影
广东的美食推荐。,广东的美食推荐
我想看上周拍的照片。,我想看上周拍的照片
打开WIFI。,打开wifi
识别邮箱地址。,识别邮箱地址
病毒性感冒的传播途径。,病毒性感冒的传播途径
海口今天可以穿什么衣服？,海口今天可以穿什么衣服
搞笑的动态图。,搞笑的动态图
我想从中关村去天安门。,我想从中关村去天安门
我要看海绵宝宝。,我要看海绵宝宝
我要骑摩拜单车。,我要骑摩拜单车
找壁纸。,找壁纸
我想看小狗的图片。,我想看小狗的图片
养胃的食材。,养胃的食材
搜索复仇者联盟的预告片。,搜索复仇者联盟的预告片
打开勿扰模式。,打开勿扰模式
我要问诊。,我要问诊
美好的一天用法语怎么说？,美好的一天用法语怎么说
打开虚空引擎。,打开虚空引擎
孟子的国籍。,孟子的国籍
我现在在哪里？,我现在在哪里
伦敦现在几点了？,伦敦现在几点了
电视剧知否知否。,电视剧知否知否
一美元等于多少人民币？,一美元等于多少人民币
搜搜一直胃疼，怎么办？,搜搜胃一直疼怎么办
关于天秤座的神预测。,关于天枰座的神预测
打开支付宝付钱。,打开支付宝付钱
吃什么可以降火？,吃什么可以降火
男生不和女生吵架的真正原因。,男生不和女生吵架的真实原因
消灭奥特曼的计划。,消灭奥特曼的计划
给15201010101充100元的话费。,给15201010101充100元话费
来电音乐。,来电音乐
打开ofo扫一扫。,打开ofo扫一扫
你和我的倾城时光。,你和我的倾城时光
几点了？,几点了
你的妈妈是谁？,你的妈妈是谁
吐槽大会第三季。,吐槽大会第三季
用滴滴打车去公司。,用嘀嘀打车去公司
早起的好处。,早起的好处
用后置摄像头拍小视频。,用后置摄像头拍小视频
汽车导航去东直门。,骑车导航去东直门
调节音量到50。,调节音量到50
为你明灯3000。,为你明灯三千
蜡笔小新。,蜡笔小新
明天的紫外线强吗？,明天的紫外线强吗
昨天限行尾号。,昨天限行尾号
播放跑车的声音。,播放跑车的声音
有哪些关于天蝎座的神预测？,有哪些关于天蝎座的神预测
双子座的性格怎么样？,双子座的性格怎么样
流感怎么预防？,流感怎么预防
有风油精的表情包吗？,有风油精的表情包吗
姚明有多高？,姚明有多高
打电话给中国联通。,打电话给中国联通
故宫的价格门票。,故宫的价格门票
打开人像拍照模式。,打开人像拍照模式
听歌。,听歌
你好小艾。,你好小爱
我要听东北话。,我要听东北话
截屏照片。,截屏照片
打开微信小程序跳一跳。,打开微信小程序跳一跳
红烧肉怎么做？,红烧肉怎么做
识别其中的电话。,识别其中的电话
净坛使者是谁？,净坛使者是谁
开启录像模式。,开启录像模式
用美团定个十点半的餐位。,用美团定个十点半的餐位
最近空气质量如何？,最近空气质量如何
看小猪佩奇。,看小猪佩奇
迪丽热巴的微博。,迪丽热巴的微博
我的便签。,我的便签
早上好，怎么翻译？,早上好怎么翻译
呼叫顺丰快递。,呼叫顺丰快递
导航去最近的加油站。,导航去最近的加油站
吃鸡教会了我们什么？,吃鸡教会了我们什么
来段广东话。,来段广东话
我想看蒙面唱将猜猜猜。,我想看蒙面唱将猜猜猜
继续播放。,继续播放
天兆家园的开发商。,天兆家园的开发商
冰雪大世界的营业时间。,冰雪大世界的营业时间
农业银行目前的行情。,农业银行目前的行情
天蝎座今天的运势如何？,天蝎座今天的运势如何
牙齿发酸怎么办？,牙齿发酸怎么办
根号三加根号二等于多少？,根号3加根号2等于多少
播放一首唐诗。,我想给小李发QQ信息说天气真好
打开淘宝，天猫超市。,播放一首唐诗
熊爸爸的十万个为什么？,打开淘宝天猫超市
打开支付宝，查看转账记录。,熊爸爸的十万个为什么
水瓶座的优点有哪些？,打开支付宝查看转账记录
聊天。,水瓶座的优点有哪些
打开京东发现。,聊天
查看微博本地新闻。,打开京东发现
锄禾日当午的下一句是什么？,查看微博本地新闻
韭菜适合与什么一起吃？,锄禾日当午的下一句是什么
打开热点。,韭菜适合与什么一起吃
最近有风吗？,打开热点
吃什么可以补钙？,最近有风吗
我要看彭于晏的图片。,吃什么可以补钙
1米等于多少厘米？,我要看彭于晏的图片
微信查找妈妈。,一米等于多少厘米
端午节为什么要吃粽子？,微信查找妈妈
北冥有哈。,端午节为什么要吃粽子
播放电钻声音。,北冥有哈
明天几点日出？,播放电钻声音
我想听民谣。,明天几点日出
给小李发QQ信息说天气真好。,我想听民谣
