asr_result,correct_answer
安装微信。,上海市汤臣一品的房价
最近需要防晒吗？,打开QQ找到张三
中国挖掘机技术哪家强？,热门韩剧
导航去附近的药店。,讲个儿童故事
我要看复联三。,导航去五彩城
今天沪市大盘的走势如何？,导航去朝阳门附近的医院
打开相机。,热门电影
2月28号到4月5号有多少天？,达尔文的进化论讲的是什么
杭州市绿城兰园的地址。,打开王俊凯的微博
用微信给爸打语音电话。,开启全景拍照模式
我想预约订座。,肠胃炎怎么办
我要听小说。,狼来了猜一个水果
欢乐喜剧人。,打开微信扫一扫付款100元
播放我的本地音乐。,生肖猪本月的运势如何
我想看猫咪的动图。,现在工商银行的股价多少
生肖鸡今年多少岁？,今天会出太阳吗
明天适合钓鱼吗？,雪人兄弟游戏的声音
6月27号是什么星座？,明天可以洗车吗
北京有什么好玩儿的？,小猪佩奇自我介绍
我要吃吃吃。,查一下纽约后天天气怎么样
稻城亚丁。,播放王菲的歌
打开支付宝搜索校园卡。,帮妈妈叫个车从五道口去西直门
今天农业银行涨了吗？,最近热吗
给我找小猪佩奇的表情包。,我想听张韶涵的歌
战神金刚变身。,你不是人造革
随便来首歌。,今天几跟几限行
导航回家。,易烊千玺的生日是哪天
小爱我想你了。,给我来张美女图片
播放权力的游戏。,单田芳的评书
邪不压正。,帮我打开微博本地新闻
乌龟可以带上地铁吗？,你几岁了
1983年出生的人属什么？,播放蕊希电台
打车回家。,六月一号是星期几
十块钱能干什么？,金牛座和处女座的缘分怎么样
给张三打个电话。,播放米小圈上学记
播放薛之谦的歌。,白羊座是几月份
杨幂的微博。,赖床的好处
你吃饭了吗？,关闭支付宝
三亚旅游攻略。,属猪的和什么属相最配
无限火球法。,讲个冷笑话
计算机之父是谁？,你会唱歌吗
看看蔡徐坤的微博。,生肖牛的特点
明天海口下雨吗？,九零年出生属什么
中秋节怎么放假？,上网搜一下王俊凯的照片
人类的四大本质是什么？,我想去附近的星巴克
广州最近几天紫外线强吗？,鼻炎患者需要注意什么
冰雹的声音。,莲藕与什么食物相克
退出滴滴出行。,开始刷机模式
给妈打个视频电话。,搜索便签
关于处女座的预言。,用微信给爸发两张照片
彭丽媛的丈夫。,赵丽颖的星座
属龙的性格如何？,发QQ给老爸说天气不错哦
最近有什么赵丽颖的电视剧？,吃柚子有什么好处
我想知道白羊座今年的运财怎么样？,今天是阴历几月几号
有什么好看的综艺？,北京外地车限行吗
治疗高血压方面的专家。,锁屏
打开摩拜扫一扫。,用后置摄像头录像
旺仔QQ糖的声音。,发朋友圈说我结婚啦
打开小米商城。,我想听摇滚歌曲
骑车回家。,北京限行限几环
明天天气情况。,熊猫基地几点开门
给18811700059充话费。,怎么预防颈椎病
打开支付宝。,小米六配置怎么样
播放周星驰的喜剧。,打开ofo扫一扫
呼叫爸。,帮我记一下
电影无双。,如何自己在家炸油条
今天工商银行的行情。,香港有哪些必吃的美食
我有一个想法，以后晚上都喝粥。,今天温度怎么样
今天适合跑步吗？,打车去五道口
小猪佩奇的声音。,关闭热点
我要听笑话。,无名之辈
北京朝阳有哪些小区？,属龙的和属马的在一起好不好
关闭摩拜。,中秋节是几月几号
搜索一下王源的近况。,双子座和什么星座最配
给爸发一分钱红包。,查看妈妈的聊天记录
射手座的星座关系。,这是什么
打开酷狗音乐播放本地歌曲。,西藏著名的景点有哪些
大黑牛指的是谁？,看看600036股票当前的行情
用支付宝付20元钱。,王羲之的儿子
为什么不跟女生吵架？,哈利波特系列
给爸发微信说我没钱了。,打开微信付款码
用滴滴打车回家。,播放睡前音乐
本周日限行吗？,来段经典相声
现在去西直门，堵不堵？,魂斗罗的声音
换一个。,布达拉宫要门票吗
查看QQ动态。,打开微信扫一扫
起床前的心理活动。,我想看漫威电影
火影忍者全集。,郭德纲的综艺节目
属猪的今年多大了？,吃什么可以安神
人被逼急了，什么事都做得出来吗？,音量最大
打开支付宝付20块钱。,麦兜的声音
今天大盘走势如何？,我叫黑虎阿福你准备受死吧
你长什么样子？,读一首古诗
打开微信收款码。,虹膜炎传染吗
打开清仓模式。,最美的告白
打开慢动作录像。,用支付宝给爸转账一个亿
用美团订个6月3日的餐位。,爱琴海购物中心在哪里
识别链接。,打开无线网络
步行导航去附近的超市。,明天星期几
打开手电筒。,池塘里有什么
动漫壁纸。,华府景园的物业费
金牛座的幸运色。,静音
你会做什么？,打败小猪佩奇的是谁
二的十次方等于多少？,生肖鼠和生肖牛的缘分怎么样
故宫的营业时间。,这是什么车
查找计划的变迁。,苹果用英语怎么说
卢浮宫。,我要听进击的段子
天道有轮回。,青莲居士是谁
用papa报警。,义勇军进行曲的作者是谁
1小时等于多少分钟？,十九大主题
重启。,关机
来段四川话。,妈妈的爸爸叫什么
生肖兔这个月有桃花运吗？,调高音量
查看李四的QQ消息。,进入蜜蜂模式
使命召唤OL。,关闭勿扰模式
暂停播放。,苹果公司昨日的收盘情况
河流的声音。,姜文的电影
说一个让你烦恼的事。,发最近的三张照片到朋友圈说天气真好
换快动作视频。,我想看奥斯卡获奖电影
