asr_result,correct_answer
安装微信。,安装微信
最近需要防晒吗？,最近需要防晒吗
中国挖掘机技术哪家强？,中国挖掘机技术哪家强
导航去附近的药店。,导航去附近的药店
我要看复联三。,我要看复联3
今天沪市大盘的走势如何？,今天沪市大盘的走势如何
打开相机。,打开相机
2月28号到4月5号有多少天？,二月二十八号到四月五号有多少天
杭州市绿城南院的地址。,杭州市绿城兰园的地址
用微信给爸打语音电话。,用微信给爸打语音电话
我想预约订座。,我想预约订座
我要听小说。,我要听小说
欢乐喜剧人。,欢乐喜剧人
播放我的本地音乐。,播放我的本地音乐
我想看猫咪的动图。,我想看猫咪的动图
生肖鸡今年多少岁？,生肖鸡今年多少岁
明天适合钓鱼吗？,明天适合钓鱼吗
6月27号是什么星座？,6月27号是什么星座
北京有什么好玩的？,北京有什么好玩的
我要吃吃吃。,我要吃吃吃
稻城亚丁。,稻城亚丁
打开支付宝搜索校园卡。,打开支付宝搜索校园卡
今天农业银行涨了吗？,今天农业银行涨了吗
给我找小猪佩奇的表情包。,给我找小猪佩奇的表情包
战神金刚变身。,战神金刚变身
随便来收割。,随便来首歌
导航回家。,导航回家
小孩，我想你了。,小爱我想你了
播放权力的游戏。,播放权力的游戏
邪不压正。,邪不压正
乌龟可以带上地铁吗？,乌龟可以带上地铁吗
1983年出生的人属什么？,1983年出生的人属什么
打车回家。,打车回家
十块钱能干什么？,十块钱能干什么
给张三打个电话。,给张三打个电话
播放薛之谦的歌。,播放薛之谦的歌
杨幂的微博。,杨幂的微博
你吃饭了吗？,你吃饭了吗
三亚旅游攻略。,三亚旅游攻略
无限火球法。,无限火球法
计算机之父是谁？,计算机之父是谁
看看蔡徐坤的微博。,看看蔡徐坤的微博
海口，明天下雨吗？,海口明天下雨吗
中秋节怎么放假？,中秋节怎么放假
人类的四大本质是什么？,人类的四大本质是什么
广州最近几天紫外线强吗？,广州最近几天紫外线强吗
冰雹的声音。,冰雹的声音
退出奇奇出行。,退出滴滴出行
给妈打个视频电话。,给妈打个视频电话
关于处女座的预言。,关于处女座的预言
彭丽媛的丈夫。,彭丽媛的丈夫
属龙的性格如何？,属龙的性格如何
最近有什么赵丽颖的电视剧？,最近有什么赵丽颖的电视剧
我想知道白羊座今年的财运怎么样？,我想知道白羊座今年的财运怎么样
有什么好看的综艺？,有什么好看的综艺
治疗高血压方面的专家。,治疗高血压方面的专家
打开摩拜扫一扫。,打开摩拜扫一扫
旺仔QQ糖的声音。,旺仔QQ糖的声音
打开小米商城。,打开小米商城
骑车回家。,骑车回家
明天天气情况。,明天天气情况
打卡支付宝。,给18811700059充话费
播放周星驰的喜剧。,打卡支付宝
呼叫吧！,播放周星驰的喜剧
电影无双。,呼叫爸
今天工商银行的行情。,电影无双
我有一个想法，以后晚上都喝粥。,今天工商银行的行情
今天适合跑步吗？,我有一个想法以后晚上都喝粥
小猪佩奇的声音。,今天适合跑步吗
我想听笑话。,小猪佩奇的声音
北京朝阳有哪些小区？,我要听笑话
关闭摩拜。,北京朝阳有哪些小区
搜索一下王源的近况。,关闭摩拜
给爸发一分钱红包。,搜索一下王源的近况
射手座的星座关系。,给爸发1分钱红包
打开酷狗音乐播放本地歌曲。,射手座的星座关系
大黑牛指的是谁？,打开酷狗音乐播放本地歌曲
用支付宝付20元钱。,大黑牛指的是谁
为什么不跟女生吵架？,用支付宝付20元钱
给爸发微信说我没钱了。,为什么不跟女生吵架
用滴滴打车回家。,给爸发微信说我没钱了
本周日限行吗？,用嘀嘀打车回家
现在去西直门，堵不堵？,本周日限行吗
换一个。,现在去西直门赌不赌
查看QQ动态。,换一个
起床前的心理活动。,查看QQ动态
火影忍者全集。,起床前的心理活动
属猪的今年多大了？,火影忍者全集
人被逼急了，什么事都做得出来吗？,属猪的今年多大了
打开支付宝付20块钱。,人被逼急了什么事都做的出来吗
今天大盘走势如何？,打开支付宝付20块钱
你长什么样子？,今天大盘走势如何
打开微信收款码。,你长什么样子
打开新仓模式。,打开微信收款码
打开慢动作录像。,打开清仓模式
用美团订票6月3日的餐位。,打开慢动作录像
识别链接。,用美团定个6月3日的餐位
步行导航去附近的超市。,识别链接
打开手电筒。,步行导航去附近的超市
动漫壁纸。,打开手电筒
金牛座的幸运色。,动漫壁纸
你会做什么？,金牛座的幸运色
二的十次方等于多少？,你会做什么
故宫的营业时间。,2的10次方等于多少
查找计划的变迁。,故宫的营业时间
卢浮宫。,查找计划的便签
天道有轮回。,卢浮宫
用papa举行。,天道有轮回
1小时等于多少分钟？,用怕怕报警
重庆。,一小时等于多少分钟
来段四川话。,重启
生肖兔这个月有桃花运吗？,来段四川话
查看李斯的QQ消息。,生肖兔这个月有桃花运吗
使命召唤OL。,查看李四的QQ消息
暂停播放。,使命召唤OL
河流的声音。,暂停播放
说一个让你烦恼的事。,河流的声音
拍快动作视频。,说一个让你烦恼的事
,拍快动作视频
